"book_id","authors","original_publication_year","title","language_code","small_image_url","price","description"
3933,Mary Roach,2005,Spook: Science Tackles the Afterlife,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21.41,"The best-selling author of Stiff and Bonk trains her considerable wit and curiosity on the human soul. ""What happens when we die? Does the light just go out and that's that—the million-year nap? Or will some part of my personality, my me-ness persist? What will that feel like? What will I do all day? Is there a place to plug in my lap-top?"" In an attempt to find out, Mary Roach brings her tireless curiosity to bear on an array of contemporary and historical soul-searchers: scientists, schemers, engineers, mediums, all trying to prove (or disprove) that life goes on after we die."
3934,William Blake,1789,Songs of Innocence and of Experience,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23.41,
3935,Lisa Kleypas,2007,"Sugar Daddy (Travises, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13.28,"Left behind by an ambitious man who considers her off limits, Texas girl Liberty Jones struggles to raise her younger sister and eventually makes her way to the big city, where she falls under the spell of a billionaire tycoon who holds secrets from Liberty's mother's past. By the author of Devil in Winter. 225,000 first printing."
3936,"Stan Berenstain, Jan Berenstain",1983,The Berenstain Bears and the Messy Room,en-US,https://images.gr-assets.com/books/1344371748s/900065.jpg,19.15,The entire Bear family becomes involved in an attempt to clean and organize the cubs' messy room.
3937,"Richard Bachman, Stephen King",2007,Blaze,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,22.03,"Originally written thirty-five years ago but never published, an evocative crime novel chronicles the life and times of Clayton Blaisdell, Jr.--the crimes committed against him and the crimes he himself commits, including a kidnapping he is doomed to attempt. 1,000,000 first printing."
4187,John Saul,1977,Suffer the Children,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14.58,
3938,David Eddings,1988,"Demon Lord of Karanda (The Malloreon, #3)",en-US,https://images.gr-assets.com/books/1342528740s/286507.jpg,14.11,"Here David Eddings continues his bestselling The Malloreon, taking the quest across a strange continent and among stranger peoples struggling over the religion of a dead God. A story of ancient, opposing Destinies, battling for control of all men. Zandramas had stolen King Garion’s infant son and fled to use the child in some ritual that would make the Dark Destiny supreme. Garion and his friends had followed, but now they were captives of Zakath, Emperor of Mallorea, who, while friendly, stubbornly refused to let them leave. Meanwhile, a horde of demons was ravaging the cities through which they must travel. Zandramas was escaping further toward her goal. And the Seeress of Kell revealed that they must be at the ancient palace of Ashaba within a matter of days or Zandramas would win by default. Then a horrible, fatal plague struck the city of Mal Zeth, closing it against all traffic in or out."
3939,"H.W. Janson, Anthony F. Janson",1962,History of Art,eng,https://images.gr-assets.com/books/1330064588s/2693801.jpg,23.83,
3940,Tess Gerritsen,2010,"Ice Cold (Rizzoli & Isles, #8)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.22,"Stranded with her traveling companions in an eerily deserted Wyoming village during a blizzard, Maura discovers that they are being watched and pursues help when a party member is injured, an effort that turns nightmarish when she is abducted into the woods. By the best-selling author of Harvest. 250,000 first printing."
3941,Bernard Cornwell,1995,"The Winter King (The Warlord Chronicles, #1)",eng,https://images.gr-assets.com/books/1311987677s/68520.jpg,15.09,"It takes a remarkable writer to make an old story as fresh and compelling as the first time we heard it. With The Winter King, the first volume of his magnificent Warlord Chronicles, Bernard Cornwell finally turns to the story he was born to write: the mythic saga of King Arthur. The tale begins in Dark Age Britain, a land where Arthur has been banished and Merlin has disappeared, where a child-king sits unprotected on the throne, where religion vies with magic for the souls of the people. It is to this desperate land that Arthur returns, a man at once utterly human and truly heroic: a man of honor, loyalty, and amazing valor; a man who loves Guinevere more passionately than he should; a man whose life is at once tragic and triumphant. As Arthur fights to keep a flicker of civilization alive in a barbaric world, Bernard Cornwell makes a familiar tale into a legend all over again."
3942,Frank Miller,1993,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",eng,https://images.gr-assets.com/books/1470924735s/59969.jpg,18.94,"Graphic novels offer a collection of intertwined stories stemming from corruption, revenge, and the criminal underworld in a city so brutal it is known as ""The Town Without Pity."""
3943,Simone Elkeles,2007,"Leaving Paradise (Leaving Paradise, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.7,"Feeling like outsiders since Caleb Becker's drunken car accident left Maggie Armstrong a cripple, Caleb and Maggie end up finding comfort and strength from a surprising source: each other. Original."
3944,Yukiru Sugisaki,1997,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23.98,Daisuke turns into a phantom thief to win the heart of Risa. But how can she fall in love with someone she can't see?
3945,David Baldacci,1996,Total Control,en-US,https://images.gr-assets.com/books/1344266875s/226791.jpg,21.84,"When her husband mysteriously disappears in a plane crash into the Virginia countryside, a devastated wife must sort out truth from lies in this page-turning New York Times bestseller. Sidney Archer has it all: a husband she loves, a job at which she excels, and a cherished young daughter. Then, as a plane plummets into the Virginia countryside, everything changes. And suddenly there is no one whom Sidney Archer can trust. Jason Archer is a rising young executive at Triton Global, the world's leading technology conglomerate. Determined to give his family the best of everything, Archer has secretly entered into a deadly game. He is about to disappear--leaving behind a wife who must sort out his lies from his truths, an accident team that wants to know why the plane he was ticketed on crashed, and a veteran FBI agent who wants to know it all"
3946,Karl Marlantes,2009,Matterhorn,eng,https://images.gr-assets.com/books/1431983015s/6411016.jpg,18.68,
3947,"Trenton Lee Stewart, Diana Sudyka",2008,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17.38,
3948,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1599,Henry V,eng,https://images.gr-assets.com/books/1331563646s/37526.jpg,10.17,"Shakespeare’s The Comedy of Errors is the slapstick farce of his youth. In it, the lost twin sons of the old merchant Egeon—both named Antipholus—find themselves in Ephesus, without either one even knowing of the other’s existence. Meanwhile, Egeon has arrived in search of the son he thinks is still alive—and has been sentenced to death for the “crime” of being from Syracuse. To add to the confusion, the two Antipholuses have twin servants, both named Dromio. As the four men unwittingly encounter each other, the play is crammed with wildly escalating misunderstandings before the truth emerges and Egeon is pardoned. Shakespeare bases his story on Plautus’s Menaechmi, a play about identical twins who accidentally meet after a lifetime apart. He borrows from another Plautus play by having Adriana, the wife of one Antipholus, entertain the other. The spirited Adriana often gives speeches evoking strong emotions—as do other characters at times. Even here, Shakespeare suggests complexities beyond the farce. The authoritative edition of The Comedy of Errors from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Full explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play’s famous lines and phrases -An introduction to reading Shakespeare’s language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library’s vast holdings of rare books -An annotated guide to further reading Essay by Arthur F. Kinney The Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu."
3949,Aristotle,-350,Politics,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15.27,"Sacred scripture of Islam: Mohammed's revelations concerning the omniscience and majesty of God, death and judgment, the proper conduct of the faithful, previous prophets, kindness to orphans, more."
3950,Jordan Belfort,2007,The Wolf of Wall Street,eng,https://images.gr-assets.com/books/1320489812s/522776.jpg,13.8,"Sent to occupied Naples in 1943 to dissuade Allied officers from marrying their Italian girlfriends, British officer James Gould suffers from a limited menu of fried Spam fritters and warmed-up rations, until a beautiful country girl joins the officers' s"
3951,Dietrich Bonhoeffer,1937,The Cost of Discipleship,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17.9,"This reality is not manifest in the Church as distinct from the secular world; such a juxtaposition of two separte spheres, Bonhoeffer insists is a dential of God's having reconciled the whole word to himself in Christ. Copyright © Libri GmbH. All rights reserved."
3952,Amor Towles,2016,A Gentleman in Moscow,eng,https://images.gr-assets.com/books/1459524472s/29430012.jpg,24.48,"Filled with inspiring stories and photographs, this heartfelt tribute to the pit bull celebrates one of America’s most popular yet misunderstood dogs. Perhaps more than any other breed, the pit bull has been dogged by negative stereotypes. In truth, pit bulls are innately wonderful family pets, as capable of love and good deeds as any other type of dog. Setting the record straight, Ken Foster sings the praises of pit bulls in I’m a Good Dog, a gorgeously illustrated, tenderly written tribute to this most misunderstood of canines. Founder of the Sula Foundation, which promotes responsible pit bull ownership in New Orleans, and the author of two acclaimed books about abandoned dogs, Foster has made it his mission to bring overlooked canines into the limelight. I’m a Good Dog traces the fascinating history of this particularly maligned breed. A century ago, the pit bull was considered a family dog, featured in family photos and trusted as loving companions for children. More recently, pit bulls have been portrayed by the media as stereotypes of everything they are not. Foster shatters that reputation through moving profiles of pit bulls that serve as therapy dogs, athletic heroes, search-and-rescue dogs, and educators, not to mention as loving pets. Foster also profiles many pit bull lovers, from Helen Keller and Dr. Seuss to actor Todd Cerveris, who took his pit bull on tour with him for the musical Spring Awakening. Proving that there’s much to love and nothing to fear, I’m a Good Dog restores the pit bull to its rightful place as friend, family member, athlete and entertainer."
3953,Michelle Alexander,2010,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,eng,https://images.gr-assets.com/books/1328751532s/6792458.jpg,23.74,
3954,"Knut Hamsun, George Egerton",1890,Hunger,eng,https://images.gr-assets.com/books/1456243307s/32585.jpg,20.66,"A modern classic about a penniless, unemployed young writer, this powerful, autobiographical novel paints an unforgettable portrait of a man driven to the edge of self-destruction by forces beyond his control."
3955,Cristina Henriquez,2014,The Book of Unknown Americans,eng,https://images.gr-assets.com/books/1413655729s/18465852.jpg,16.34,
3956,Lauren DeStefano,2012,"Fever (The Chemical Garden, #2)",eng,https://images.gr-assets.com/books/1324955449s/11112619.jpg,17.7,
3957,Sue Grafton,1985,"B is for Burglar  (Kinsey Millhone, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.57,"How do you go about solving an attempted murder when the victim has lost a good part of his memory? It's one of Kinsey's toughest cases yet, but she never backs down from a challenge. Twenty-three-year-old Bobby Callahan is lucky to be alive after a car forced his Porsche over a bridge and into a canyon. The crash left Bobby with a clouded memory. But he can't shake the feeling it was no random accident and that he's still in danger... The only clues Kinsey has to go on are a little red address book and the name ""Blackman."" Bobby can't remember who he gave the address book to for safekeeping. And any chances of Bobby regaining his memory are dashed when he's killed in another automobile accident just three days after he hires Kinsey. As Kinsey digs deeper into her investigation, she discovers Bobby had a secret worth killing for—and unearthing that secret could send Kinsey to her own early death..."
3958,Kate Atkinson,2008,"When Will There Be Good News? (Jackson Brodie, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15.82,The sequel to The Hummingbird's Daughter finds Teresita Urrea fleeing to Arizona with her father after the Tomochic Rebellion but is inundated with visits from pilgrims seeking her skills as a healer until she is chased to New York by assassins.
3959,"Brian Azzarello, Lee Bermejo",2008,The Joker,eng,https://images.gr-assets.com/books/1334501983s/3134981.jpg,24.29,"An original hardcover graphic novel that tells the story of one very dark night in Gotham City—from the creative team behind the graphic novel Lex Luthor: Man of Steel. The Joker has been mysteriously released from Arkham Asylum, and he's none to happy about what's happened to his Gotham City rackets while he's been ""away."" What follows is a harrowing night of revenge, murder and manic crime as only The Joker can deliver it, as he brutally takes back his stolen assets from The Penguin, The Riddler, Two-Face, Killer Croc and others. Brian Azzarello brings to The Joker all the visceral intensity and criminal insight that has made his Vertigo graphic novel series 100 Bullets one of the most critically-acclaimed and award-winning series in all of comics."
3960,"Sergei Lukyanenko, Andrew Bromfield",1998,Night Watch (Watch #1),eng,https://images.gr-assets.com/books/1351342315s/359375.jpg,13.09,"In a powerful blend of history, psychology, and storytelling, Naomi Rosenblatt reinterprets the stories of the women of the Old Testament. Through her lens, we view these women with a new understanding, marveling at the very modern dilemmas and problems they confronted. Women everywhere will recognize their own struggles to love, to mother, to succeed in relationships, and to survive their way through a complicated world."
3961,Jenny Offill,2014,Dept. of Speculation,eng,https://images.gr-assets.com/books/1367929545s/17402288.jpg,11.58,
3962,Susan Meissner,2015,Secrets of a Charmed Life,eng,https://images.gr-assets.com/books/1403809486s/22544024.jpg,18.81,"Pike Logan and the Taskforce trail a trained killer through the Middle East in this heart-pounding installment of Brad Taylor’s New York Times bestselling series. A tentative peace between Israel and Palestine has been brokered by the United States. But the Taskforce—a clandestine team operating outside of US law to protect the country from terrorism—hears of an assassination attempt on the American envoy sent to solidify the treaty. The Taskforce must devote every resource to saving his life—and preventing another bloody outbreak of violence. Taskforce operator Pike Logan and his partner, Jennifer Cahill, must hunt down the assassin through the Middle East, following a trail that becomes more perilous at every turn. And they must deal with terrorist organizations, independent killers, and shaky allies to uncover the biggest threat of all: an American citizen hiding a secret that just may destroy everything, including the Taskforce."
3963,Pat Conroy,1976,The Great Santini,eng,https://images.gr-assets.com/books/1442599829s/85448.jpg,12.64,"""Pat Conroy spent a year teaching black children on an impoverished island off the South Carolina coast."" -- jacket."
3964,Dalton Trumbo,1939,Johnny Got His Gun,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12.66,
3969,"Pierre Boulle, Xan Fielding",1963,Planet of the Apes,eng,https://images.gr-assets.com/books/1320558901s/414895.jpg,13.74,"The original novel that inspired the films! First published more than fifty years ago, Pierre Boulle’s chilling novel launched one of the greatest science fiction sagas in motion picture history. In the not-too-distant future, three astronauts land on what appears to be a planet just like Earth, with lush forests, a temperate climate, and breathable air. But while it appears to be a paradise, nothing is what it seems. They soon discover the terrifying truth: On this world humans are savage beasts, and apes rule as their civilized masters. In an ironic novel of nonstop action and breathless intrigue, one man struggles to unlock the secret of a terrifying civilization, all the while wondering: Will he become the savior of the human race, or the final witness to its damnation? In a shocking climax that rivals that of the original movie, Boulle delivers the answer in a masterpiece of adventure, satire, and suspense."
3970,Rachel Caine,2010,"Ghost Town (The Morganville Vampires, #9)",en-US,https://images.gr-assets.com/books/1268376325s/7600922.jpg,19.33,
3971,Belva Plain,1978,Evergreen,eng,https://images.gr-assets.com/books/1392996056s/182496.jpg,15.34,
3973,James Dickey,1970,Deliverance,eng,https://images.gr-assets.com/books/1334998332s/592657.jpg,17.22,"Four suburban businessmen take a canoe trip along a Georgia river, an odyssey that pits their courage against the river's raging rapids and the most primitive human impulses of fear, lust, and murder"
3974,Anne McCaffrey,1977,"Dragonsinger (Harper Hall, #2)",eng,https://images.gr-assets.com/books/1410942014s/28547.jpg,22.86,"Menolly flees her home, because she is not permitted to make music there, and is taken by the Masterharper himself to Harpershall, where she learns that only her own self-doubt stands in her way."
3975,Cynthia Hand,2013,"Boundless (Unearthly, #3)",eng,https://images.gr-assets.com/books/1342208984s/13049981.jpg,12.42,"Described as ""utterly captivating"" by Richelle Mead and as ""enchanting and exciting, romantic and believable"" by Melissa Marr, the New York Times bestselling Unearthly series has dazzled readers and critics alike. In this riveting finale, Cynthia Hand explores the timeless question of whether it is better to follow the rules or your heart. This incandescent paranormal romance will win the hearts of fans of Becca Fitzpatrick, Andrea Cremer, and Cassandra Clare. The past few years held more surprises than part-angel Clara Gardner ever could have anticipated. Now, with the fallen angel who attacked her watching her every move and the threat of Black Wings looming, Clara knows she must finally fulfill her destiny—a destiny that includes Christian Prescott by her side. But in order to complete her purpose, Clara must first find a way to give up the thing she wants most . . . a future with the boy she loves, Tucker Avery."
3977,"Katsura Hoshino, Mayumi Kobayashi",2004,"D.Gray-man, Volume 01",eng,https://images.gr-assets.com/books/1440124280s/568454.jpg,19.55,"Set in a fictional end of the 19th century England, the story revolves around a teenage boy named Allen Walker who is cursed with a cross mark on his hand that turns his arm into an enormous weapon, which he uses to hunt down and kill akumas. An akuma, generated by a 1,000-year-old phantom, is implanted into a human's soul during a moment of devastation and despair. The phantom uses the demons to then carry out his goal: destroy all humankind."
3978,Isaac Asimov,1983,The Robots of Dawn (Robot #3),eng,https://images.gr-assets.com/books/1351030933s/41810.jpg,16.3,"The voice belongs to a woman, but Dr. Alex Delaware remembers a little girl. It is eleven years since seven-years-old Melissa Dickinson dialed a hospital help line for comfort--and found it in therapy with Alex Delaware. Now the lovely young heiress is desperately calling for psychologist's help once more. Only this time it looks like Melissa's deepest childhood nightmare is really coming true ... Twenty years ago, Gina Dickinson, Melissa's mother, suffered a grisly assault that left the budding actress irreparably scarred and emotionally crippled. Now her acid-wielding assailant is out of prison and back in L.A.--and Melissa is terrified that the monster has returned to hurt Gina again. But before Alex Delaware can even begin to soothe his former patient's fears, Gina, a recluse for twenty, disappears. And now, unless Delaware turns crack detective to uncover the truth, Gina Dickinson will be just one more victim of a cold fury that has already spawned madness--and murder."
3979,"Ian Caldwell, Dustin Thomason",2004,The Rule of Four,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17.54,
3980,Jessica Sorensen,2013,"The Redemption of Callie & Kayden (The Coincidence, #2)",eng,https://images.gr-assets.com/books/1366785115s/16718083.jpg,12.46,"THE NUMBER ONE NEW YORK TIMES BESTSELLER The dark secret Kayden has kept hidden for years is finally out. Worse, he's facing charges for battery. The only way to clear his name is for Callie to speak up - something he'll never ask her to do. Instead, he'll do whatever he must to protect her, even if it means letting go of the only girl he's ever loved. Callie knows Kayden is going back to his dark place and desperately wants to save him. But that means admitting her own painful secrets aloud. The thought of breaking her silence terrifies her - but not as much as the thought of losing Kayden forever. Can she convince him they can make a fresh start together - or is she already too late? Lose yourself in the New York Times bestselling sensation that is enchanting readers everywhere - discover an addictive story filled with unforgettable characters, intense passion and heart-stopping romance."
3982,Michael Connelly,2005,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12.26,
3983,Erin Hunter,2003,"Fire and Ice (Warriors, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19.65,"Deep in the heart of the forest, four clans of warrior cats coexist in uneasy harmony -- but uncertain times are upon them, and dangers threaten the precarious balance of the forest. Fireheart is a ThunderClan warrior cat now, but his troubles are far from over. As the chill of winter sets in, the cats of rival RiverClan grow restless, while WindClan is weak and facing threats from all sides. As tensions build to an explosive climax, Fireheart faces not only imminent battle, but betrayal from within his own Clan."
3984,Gena Showalter,2009,The Darkest Whisper (Lords of the Underworld #4),eng,https://images.gr-assets.com/books/1351277969s/5509920.jpg,17,"Sabin, who avoids intimate relationships because of a demon curse that causes him to destroy his lovers, unwillingly falls in love with fellow immortal Gwendolyn, and together they battle to claim the power of Pandora's box."
3985,Rob Sheffield,2007,Love Is a Mix Tape,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,22.08,
4188,Karen Cushman,1994,"Catherine, Called Birdy",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16.82,"Originally published: [New York]: Clarion Books, 1994."
3986,"Legs McNeil, Gillian McCain",1996,Please Kill Me: The Uncensored Oral History of Punk,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.57,"Artists, reporters, musicians, and groupies chronicle the emergence of punk music in New York's underground and give backstage accounts of drugs, sex, power struggles, and other manifestations of the movement. Reprint."
3988,Arnold Lobel,1976,"Frog and Toad All Year (Frog and Toad, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,22.65,"Friends all year. In winter, spring, summer, and fall, Frog and Toad are always together. Here is a wise and wonderful story for each seasonof the year-and one for Christmas, too."
3989,R.A. Salvatore,1998,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13.26,
3990,Laurell K. Hamilton,2007,"The Harlequin (Anita Blake, Vampire Hunter #15)",en-US,https://images.gr-assets.com/books/1257988532s/30225.jpg,17.1,"From the #1 ""New York Times""-bestselling author comes this latest Anita Blake novel in which the vampire hunter faces the challenge of her life."
3991,Sarah Weeks,2004,So B. It,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.59,"You couldn′t really tell about Mama′s brain just from looking at her, but it was obvious as soon as she spoke. She had a high voice, like a little girl′s, and she only knew 23 words. I know this for a fact, because we kept a list of the things Mama said tacked to the inside of the kitchen cabinet. Most of the words were common ones, like good and more and hot, but there was one word only my mother said: soof. Although she lives an unconventional lifestyle with her mentally disabled mother and their doting neighbour, Bernadette, Heidi has a lucky streak that has a way of pointing her in the right direction. When a mysterious word in her mother′s vocabulary begins to haunt her, Heidi′s thirst for the truth leads her on a cross-country journey in search of the secrets of her past."
3992,Margaret Peterson Haddix,2008,"Found (The Missing, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16.76,"When thirteen-year-olds Jonah and Chip, who are both adopted, learn they were discovered on a plane that appeared out of nowhere, full of babies with no adults on board, they realize that they have uncovered a mystery involving time travel and two opposing forces, each trying to repair the fabric of time."
3996,Andrzej Sapkowski,1994,"Krew elfów (Saga o Wiedźminie, #3)",pol,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20.26,
3998,Marian Keyes,2002," Angels (Walsh Family, #3)",en-US,https://images.gr-assets.com/books/1407711412s/82747.jpg,11.42,
3999,Brandon Mull,2011,"A World Without Heroes (Beyonders, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21.92,
4000,John Flanagan,2008,"The Kings of Clonmel (Ranger's Apprentice, #8)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.8,
4001,Joe Hill,2016,The Fireman,eng,https://images.gr-assets.com/books/1469316385s/25816688.jpg,21.89,"From the award-winning, New York Times bestselling author of NOS4A2 and Heart-Shaped Box comes a chilling novel about a worldwide pandemic of spontaneous combustion that threatens to reduce civilization to ashes and a band of improbable heroes who battle to save it, led by one powerful and enigmatic man known as the Fireman. The fireman is coming. Stay cool. No one knows exactly when it began or where it originated. A terrifying new plague is spreading like wildfire across the country, striking cities one by one: Boston, Detroit, Seattle. The doctors call it Draco Incendia Trychophyton. To everyone else it’s Dragonscale, a highly contagious, deadly spore that marks its hosts with beautiful black and gold marks across their bodies—before causing them to burst into flames. Millions are infected; blazes erupt everywhere. There is no antidote. No one is safe. Harper Grayson, a compassionate, dedicated nurse as pragmatic as Mary Poppins, treated hundreds of infected patients before her hospital burned to the ground. Now she’s discovered the telltale gold-flecked marks on her skin. When the outbreak first began, she and her husband, Jakob, had made a pact: they would take matters into their own hands if they became infected. To Jakob’s dismay, Harper wants to live—at least until the fetus she is carrying comes to term. At the hospital, she witnessed infected mothers give birth to healthy babies and believes hers will be fine too. . . if she can live long enough to deliver the child. Convinced that his do-gooding wife has made him sick, Jakob becomes unhinged, and eventually abandons her as their placid New England community collapses in terror. The chaos gives rise to ruthless Cremation Squads—armed, self-appointed posses roaming the streets and woods to exterminate those who they believe carry the spore. But Harper isn’t as alone as she fears: a mysterious and compelling stranger she briefly met at the hospital, a man in a dirty yellow fire fighter’s jacket, carrying a hooked iron bar, straddles the abyss between insanity and death. Known as The Fireman, he strolls the ruins of New Hampshire, a madman afflicted with Dragonscale who has learned to control the fire within himself, using it as a shield to protect the hunted . . . and as a weapon to avenge the wronged. In the desperate season to come, as the world burns out of control, Harper must learn the Fireman’s secrets before her life—and that of her unborn child—goes up in smoke."
4002,Pittacus Lore,2014,"The Revenge of Seven (Lorien Legacies, #5)",eng,https://images.gr-assets.com/books/1398024854s/19346451.jpg,11.18,
4003,Lew Wallace,1880,Ben-Hur: A Tale of the Christ,eng,https://images.gr-assets.com/books/1450180491s/387749.jpg,13.1,"Ben-Hur: A Tale of the Christ (1880) by Lew Wallace is one of the most popular and beloved 19th century American novels. This faithful New Testament tale combines the events of the life of Jesus with grand historical spectacle in the exciting story of Judah of the House of Hur, a man who finds extraordinary redemption for himself and his family. A classic of faith, fortitude, and inspiration."
4004,"George Orwell, Lionel Trilling",1938,Homage to Catalonia,eng,https://images.gr-assets.com/books/1394868278s/9646.jpg,15.65,Presents the British novelist's firsthand report on the Spanish Civil War based on his experiences fighting against the Fascists
4005,Lolly Winston,2004,Good Grief,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.59,
4006,"George R.R. Martin, Gary Gianni",2013,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,https://images.gr-assets.com/books/1423281810s/18635622.jpg,15.95,"“This could be the worthy Lord John Grey’s breakout novel, as readers are treated to large dollops of Outlander hero Jamie Fraser.”—Booklist A captivating return to the world Diana Gabaldon created in her Outlander and Lord John series, The Scottish Prisoner is a masterpiece of epic history, wicked deceit, and scores that can only be settled in blood. London, 1760. For Jamie Fraser, paroled prisoner-of-war, life is coming apart at the seams. In the remote Lake District, where he’s close enough to the son he cannot claim as his own, Jamie’s quiet existence is interrupted first by dreams of his lost wife, then by the appearance of an erstwhile comrade still fighting to rally the Irish. But Jamie has sworn off politics, fighting, and war. Until Lord John Grey shows up with a summons that will take him away from everything he loves—again. Lord John is in possession of explosive documents that expose a damning case of corruption against a British officer. But they also hint at a more insidious danger. Soon Lord John and Jamie are unwilling companions on the road to Ireland, a country whose dark castles hold dreadful secrets, and whose bogs hide the bones of the dead. Praise for The Scottish Prisoner “Call it what you will—historical adventure, conspiracy thriller—it’s an engrossing story, masterfully paced, with exciting plot twists, swift reversals, and robust characterizations.”—The Globe and Mail “As always, Gabaldon goes above and beyond. . . . If you love historical fiction, this book could be a good entrance point into the Outlander world.”—Bookreporter"
4007,Melissa de la Cruz,2010,"Misguided Angel (Blue Bloods, #5)",en-US,https://images.gr-assets.com/books/1322343431s/7747263.jpg,23.08,"While fleeing to Florence to find and protect the seven gates that guard earth from Lucifer, lord of the Silverbloods, Schuyler approaches a terrifying crossroads--and a choice that will determine the destiny of all vampires."
4012,"Joss Whedon, Georges Jeanty",2007,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",en-CA,https://images.gr-assets.com/books/1331332425s/1270615.jpg,24.38,
4013,Anthony Bourdain,2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17.38,
4189,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia,en-US,https://images.gr-assets.com/books/1377538002s/613283.jpg,24.97,
4363,Ann Patchett,1992,The Patron Saint of Liars,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18.05,Roman.
