ad_channel,dt,impressions,clicks,ad_spend
google,2021-06-28,210,15,39.6571428571429
google,2021-06-29,225,16,45.1428571428571
google,2021-06-30,212,15,42.1714285714286
google,2021-07-01,246,18,53.0571428571429
google,2021-07-02,235,16,44.5142857142857
google,2021-07-03,221,16,45.5142857142857
google,2021-07-04,253,18,50.8571428571429
google,2021-07-05,236,17,49.8571428571429
google,2021-07-06,139,10,27.9428571428571
google,2021-07-07,115,8,24.2857142857143
google,2021-07-08,216,15,40.8571428571429
google,2021-07-09,217,15,43.7142857142857
google,2021-07-10,219,15,43.8285714285714
google,2021-07-11,213,15,42.9714285714286
google,2021-07-12,215,15,43.1428571428571
google,2021-07-13,224,16,44.5142857142857
google,2021-07-14,186,13,37.0
google,2021-07-15,257,18,51.0285714285714
google,2021-07-16,176,13,36.4
google,2021-07-17,239,17,44.8857142857143
google,2021-07-18,253,18,51.2857142857143
google,2021-07-19,259,18,52.2571428571429
google,2021-07-20,196,14,39.2285714285714
google,2021-07-21,176,12,36.3142857142857
google,2021-07-22,194,14,39.8571428571429
google,2021-07-23,114,8,23.2857142857143
google,2021-07-24,298,21,60.4857142857143
google,2021-07-25,219,16,47.5714285714286
google,2021-07-26,183,13,38.6
google,2021-07-27,179,13,33.2857142857143
google,2021-07-28,229,17,48.3714285714286
google,2021-07-29,195,14,38.3714285714286
google,2021-07-30,279,19,53.2
google,2021-07-31,301,21,57.6571428571429
google,2021-08-01,166,12,35.6
google,2021-08-02,296,21,61.3142857142857
google,2021-08-03,147,10,28.5714285714286
google,2021-08-04,163,11,32.5428571428571
google,2021-08-05,232,16,46.8
google,2021-08-06,336,23,66.3428571428571
google,2021-08-07,232,16,45.7142857142857
google,2021-08-08,152,11,31.1714285714286
google,2021-08-09,289,21,59.9428571428571
google,2021-08-10,277,20,57.7142857142857
google,2021-08-11,270,19,55.6
google,2021-08-12,299,21,58.0857142857143
google,2021-08-13,230,16,46.1142857142857
google,2021-08-14,232,16,45.6857142857143
google,2021-08-15,196,15,42.2857142857143
google,2021-08-16,248,18,54.2
google,2021-08-17,189,14,38.6571428571429
google,2021-08-18,228,16,43.3142857142857
google,2021-08-19,352,25,71.8571428571429
google,2021-08-20,200,14,40.0285714285714
google,2021-08-21,274,19,55.5142857142857
google,2021-08-22,230,16,45.8285714285714
google,2021-08-23,203,14,40.3714285714286
google,2021-08-24,223,16,47.6
google,2021-08-25,215,15,45.2857142857143
google,2021-08-26,242,17,46.6571428571429
google,2021-08-27,238,17,48.2
google,2021-08-28,219,15,43.0857142857143
google,2021-08-29,273,19,52.3428571428571
google,2021-08-30,224,15,44.9714285714286
google,2021-08-31,138,10,29.3428571428571
google,2021-09-01,226,17,46.8
google,2021-09-02,246,17,46.3142857142857
google,2021-09-03,111,8,22.8
google,2021-09-04,251,17,48.2857142857143
google,2021-09-05,268,19,53.7142857142857
google,2021-09-06,251,18,50.5428571428571
google,2021-09-07,153,11,31.6857142857143
google,2021-09-08,151,10,28.5428571428571
google,2021-09-09,218,16,45.6285714285714
google,2021-09-10,335,24,70.8857142857143
google,2021-09-11,165,12,33.8
google,2021-09-12,117,8,24.3142857142857
google,2021-09-13,145,10,28.8285714285714
google,2021-09-14,155,11,32.0
google,2021-09-15,294,21,60.6571428571429
google,2021-09-16,244,17,47.8285714285714
google,2021-09-17,214,15,45.0857142857143
google,2021-09-18,110,8,21.2571428571429
google,2021-09-19,338,24,68.6857142857143
google,2021-09-20,190,13,39.0571428571429
google,2021-09-21,256,17,46.4571428571429
google,2021-09-22,279,20,56.1428571428571
google,2021-09-23,318,22,62.4857142857143
google,2021-09-24,172,12,33.2
google,2021-09-25,166,12,32.6571428571429
google,2021-09-26,183,13,34.8285714285714
google,2021-09-27,281,19,52.2285714285714
google,2021-09-28,241,17,47.2571428571429
google,2021-09-29,178,13,37.4571428571429
google,2021-09-30,129,9,27.1714285714286
google,2021-10-01,184,13,36.8571428571429
google,2021-10-02,217,15,42.0
google,2021-10-03,241,17,47.3142857142857
google,2021-10-04,253,18,49.1428571428571
google,2021-10-05,203,15,43.0571428571429
google,2021-10-06,204,14,39.0285714285714
google,2021-10-07,138,10,27.6285714285714
google,2021-10-08,300,21,62.1714285714286
google,2021-10-09,163,11,29.6571428571429
google,2021-10-10,234,17,48.2857142857143
google,2021-10-11,315,23,67.2285714285714
google,2021-10-12,183,14,38.4857142857143
google,2021-10-13,225,16,45.2857142857143
google,2021-10-14,146,10,27.0857142857143
google,2021-10-15,161,12,32.0571428571429
google,2021-10-16,230,16,46.1714285714286
google,2021-10-17,161,12,34.4571428571429
google,2021-10-18,297,22,64.8857142857143
google,2021-10-19,186,13,35.6857142857143
google,2021-10-20,344,24,63.6857142857143
google,2021-10-21,211,15,42.6
google,2021-10-22,311,22,64.3428571428571
google,2021-10-23,335,23,67.2857142857143
google,2021-10-24,202,15,39.2285714285714
google,2021-10-25,201,14,39.6
google,2021-10-26,211,15,41.9714285714286
google,2021-10-27,284,21,56.5428571428571
google,2021-10-28,231,16,45.9714285714286
google,2021-10-29,237,16,41.9714285714286
google,2021-10-30,218,16,45.8571428571429
google,2021-10-31,211,15,40.9714285714286
google,2021-11-01,190,13,36.5142857142857
google,2021-11-02,171,12,32.6285714285714
google,2021-11-03,188,13,36.2
google,2021-11-04,218,15,39.8571428571429
google,2021-11-05,363,26,72.1714285714286
google,2021-11-06,387,27,74.6571428571429
google,2021-11-07,169,12,34.0857142857143
google,2021-11-08,147,10,27.5428571428571
google,2021-11-09,267,20,56.8571428571429
google,2021-11-10,243,17,47.0285714285714
google,2021-11-11,246,17,48.0285714285714
google,2021-11-12,171,13,35.6857142857143
google,2021-11-13,191,13,34.6285714285714
google,2021-11-14,287,20,57.5714285714286
google,2021-11-15,244,17,49.5714285714286
google,2021-11-16,253,19,53.5714285714286
google,2021-11-17,247,17,46.6857142857143
google,2021-11-18,246,17,48.0
google,2021-11-19,149,10,26.8
google,2021-11-20,213,15,42.5142857142857
google,2021-11-21,334,24,67.9714285714286
google,2021-11-22,245,17,48.5714285714286
google,2021-11-23,223,16,47.1142857142857
google,2021-11-24,284,20,56.4571428571429
google,2021-11-25,222,16,46.5714285714286
google,2021-11-26,297,21,58.6857142857143
google,2021-11-27,193,13,36.4571428571429
google,2021-11-28,199,14,40.6285714285714
google,2021-11-29,277,20,54.4857142857143
google,2021-11-30,245,17,48.3714285714286
google,2021-12-01,222,16,44.3428571428571
google,2021-12-02,258,18,51.2571428571429
google,2021-12-03,243,17,50.7714285714286
google,2021-12-04,139,10,30.6285714285714
google,2021-12-05,221,15,44.0571428571429
google,2021-12-06,229,17,49.5714285714286
google,2021-12-07,168,12,33.8285714285714
google,2021-12-08,254,18,51.1142857142857
google,2021-12-09,278,20,55.9714285714286
google,2021-12-10,167,12,33.7428571428571
google,2021-12-11,250,17,47.7142857142857
google,2021-12-12,307,22,65.6571428571429
google,2021-12-13,256,18,50.9714285714286
google,2021-12-14,181,13,38.3428571428571
google,2021-12-15,231,17,48.8
google,2021-12-16,208,15,39.8571428571429
google,2021-12-17,230,16,47.0
google,2021-12-18,144,10,29.5142857142857
google,2021-12-19,193,14,39.6571428571429
google,2021-12-20,314,22,63.8
google,2021-12-21,217,15,42.9142857142857
google,2021-12-22,159,11,29.5428571428571
google,2021-12-23,226,17,48.8571428571429
google,2021-12-24,296,20,57.8857142857143
google,2021-12-25,252,18,51.9428571428571
google,2021-12-26,198,14,40.3142857142857
google,2021-12-27,224,16,43.3142857142857
google,2021-12-28,201,15,41.5428571428571
google,2021-12-29,242,17,48.9428571428571
google,2021-12-30,226,16,45.1142857142857
google,2021-12-31,276,20,55.6
google,2022-01-01,349,24,71.0571428571429
google,2022-01-02,128,9,24.8571428571429
google,2022-01-03,422,29,80.7142857142857
google,2022-01-04,224,15,43.6571428571429
google,2022-01-05,226,16,44.9714285714286
google,2022-01-06,232,17,47.6857142857143
google,2022-01-07,210,15,43.6571428571429
google,2022-01-08,140,10,28.8857142857143
google,2022-01-09,303,20,52.9142857142857
google,2022-01-10,243,17,47.6857142857143
google,2022-01-11,236,16,45.9142857142857
google,2022-01-12,194,14,38.8285714285714
google,2022-01-13,240,17,48.9142857142857
google,2022-01-14,276,20,54.1428571428571
google,2022-01-15,153,11,33.2285714285714
google,2022-01-16,284,20,60.3428571428571
google,2022-01-17,315,22,62.8285714285714
google,2022-01-18,278,19,53.3428571428571
google,2022-01-19,286,20,57.0857142857143
google,2022-01-20,190,13,37.6285714285714
google,2022-01-21,109,8,23.7714285714286
google,2022-01-22,91,6,16.5714285714286
google,2022-01-23,44,3,9.65714285714286
google,2022-01-24,149,10,29.0285714285714
google,2022-01-25,124,9,24.0
google,2022-01-26,68,5,12.8285714285714
google,2022-01-27,158,11,30.7142857142857
google,2022-01-28,125,9,25.1428571428571
google,2022-01-29,139,10,28.4571428571429
google,2022-01-30,79,5,13.2857142857143
google,2022-01-31,155,11,31.4
google,2022-02-01,107,8,22.7428571428571
google,2022-02-02,159,11,31.9142857142857
google,2022-02-03,101,7,19.8
google,2022-02-04,123,8,22.1428571428571
google,2022-02-05,112,8,21.4285714285714
google,2022-02-06,103,8,24.2857142857143
google,2022-02-07,175,12,33.3714285714286
google,2022-02-08,86,6,17.8857142857143
google,2022-02-09,234,16,45.3428571428571
google,2022-02-10,154,11,31.0857142857143
google,2022-02-11,120,9,26.3714285714286
google,2022-02-12,145,10,29.5428571428571
google,2022-02-13,88,7,20.3714285714286
google,2022-02-14,59,4,11.7714285714286
google,2022-02-15,74,5,15.0
google,2022-02-16,103,7,19.3714285714286
google,2022-02-17,182,13,38.2571428571429
google,2022-02-18,113,8,23.9428571428571
google,2022-02-19,57,4,11.8571428571429
google,2022-02-20,101,7,20.0
google,2022-02-21,118,8,22.8857142857143
google,2022-02-22,97,7,20.2285714285714
google,2022-02-23,71,5,14.8571428571429
google,2022-02-24,99,7,19.0285714285714
google,2022-02-25,237,17,47.6571428571429
google,2022-02-26,127,9,26.4285714285714
google,2022-02-27,84,6,16.2857142857143
google,2022-02-28,121,9,26.1142857142857
google,2022-03-01,113,8,22.7714285714286
google,2022-03-02,145,10,27.3714285714286
google,2022-03-03,82,6,16.3142857142857
google,2022-03-04,130,9,24.9142857142857
google,2022-03-05,72,5,13.8571428571429
google,2022-03-06,96,7,19.1142857142857
google,2022-03-07,78,5,14.6285714285714
google,2022-03-08,95,6,16.1142857142857
google,2022-03-09,104,7,19.2285714285714
google,2022-03-10,84,6,18.6
google,2022-03-11,99,7,18.2
google,2022-03-12,95,7,21.0
google,2022-03-13,130,9,24.4285714285714
google,2022-03-14,181,13,37.8
google,2022-03-15,95,7,19.8
google,2022-03-16,148,10,28.2285714285714
google,2022-03-17,104,7,21.5142857142857
google,2022-03-18,68,5,15.3428571428571
google,2022-03-19,170,12,35.9428571428571
google,2022-03-20,129,9,26.0857142857143
google,2022-03-21,125,9,25.9142857142857
google,2022-03-22,113,8,24.0857142857143
google,2022-03-23,145,10,29.0
google,2022-03-24,48,3,8.14285714285714
google,2022-03-25,130,9,25.8571428571429
google,2022-03-26,125,9,25.7714285714286
google,2022-03-27,126,9,25.4571428571429
google,2022-03-28,201,14,40.6857142857143
google,2022-03-29,84,6,18.0
google,2022-03-30,120,8,23.0857142857143
google,2022-03-31,115,8,23.3428571428571
google,2022-04-01,128,9,27.0571428571429
google,2022-04-02,184,13,35.9428571428571
google,2022-04-03,73,5,14.8857142857143
google,2022-04-04,100,7,19.8285714285714
google,2022-04-05,86,6,18.1714285714286
google,2022-04-06,189,13,37.6571428571429
google,2022-04-07,100,7,19.7428571428571
google,2022-04-08,145,10,28.6
google,2022-04-09,165,12,33.2857142857143
google,2022-04-10,135,9,25.2857142857143
google,2022-04-11,103,7,22.0571428571429
google,2022-04-12,111,8,24.0285714285714
google,2022-04-13,115,8,23.6285714285714
google,2022-04-14,89,6,16.9428571428571
google,2022-04-15,151,11,31.5428571428571
google,2022-04-16,116,8,22.3142857142857
google,2022-04-17,99,7,19.3142857142857
google,2022-04-18,81,6,16.8
google,2022-04-19,115,8,21.4571428571429
google,2022-04-20,71,5,13.3428571428571
google,2022-04-21,156,11,32.6285714285714
google,2022-04-22,57,4,10.4
google,2022-04-23,121,8,21.4857142857143
google,2022-04-24,128,9,24.2
google,2022-04-25,77,6,17.6857142857143
google,2022-04-26,64,5,15.3142857142857
google,2022-04-27,177,12,33.7428571428571
google,2022-04-28,114,8,23.4571428571429
google,2022-04-29,88,6,17.0
google,2022-04-30,157,10,26.5714285714286
google,2022-05-01,97,7,17.4571428571429
google,2022-05-02,157,10,29.8571428571429
google,2022-05-03,217,16,48.5714285714286
google,2022-05-04,69,5,15.0285714285714
google,2022-05-05,144,9,26.2857142857143
google,2022-05-06,68,5,15.0285714285714
google,2022-05-07,103,7,20.1428571428571
google,2022-05-08,119,8,22.1142857142857
google,2022-05-09,102,7,20.2285714285714
google,2022-05-10,109,8,23.8857142857143
google,2022-05-11,88,6,16.8857142857143
google,2022-05-12,136,10,28.3142857142857
google,2022-05-13,155,10,27.8
google,2022-05-14,74,5,12.6571428571429
google,2022-05-15,53,4,11.4571428571429
google,2022-05-16,162,11,32.3142857142857
google,2022-05-17,195,13,36.3142857142857
google,2022-05-18,133,9,25.3714285714286
google,2022-05-19,99,7,20.1142857142857
google,2022-05-20,95,7,20.5428571428571
google,2022-05-21,50,3,8.42857142857143
google,2022-05-22,132,9,25.0285714285714
google,2022-05-23,154,11,30.6
google,2022-05-24,184,12,33.7428571428571
google,2022-05-25,157,11,31.9428571428571
google,2022-05-26,147,10,26.9714285714286
google,2022-05-27,108,8,22.1142857142857
google,2022-05-28,99,7,20.8
google,2022-05-29,111,8,21.6285714285714
google,2022-05-30,183,13,38.9428571428571
google,2022-05-31,87,6,16.2571428571429
google,2022-06-01,165,12,32.1428571428571
google,2022-06-02,170,12,35.1428571428571
google,2022-06-03,201,14,38.8
google,2022-06-04,268,19,54.0571428571429
google,2022-06-05,165,11,30.5714285714286
google,2022-06-06,120,9,23.4
google,2022-06-07,240,16,44.4857142857143
google,2022-06-08,113,8,21.6857142857143
google,2022-06-09,179,13,35.6
google,2022-06-10,192,14,39.5142857142857
google,2022-06-11,238,16,44.4571428571429
google,2022-06-12,100,7,21.3428571428571
google,2022-06-13,204,14,39.7142857142857
google,2022-06-14,105,7,18.1714285714286
google,2022-06-15,124,8,22.1428571428571
google,2022-06-16,319,23,67.4285714285714
google,2022-06-17,216,16,45.7142857142857
google,2022-06-18,128,9,26.8285714285714
google,2022-06-19,116,8,23.6285714285714
google,2022-06-20,98,7,18.6857142857143
google,2022-06-21,194,14,41.4857142857143
google,2022-06-22,177,12,34.2285714285714
google,2022-06-23,360,24,67.1428571428571
google,2022-06-24,423,29,83.8571428571429
google,2022-06-25,362,26,74.4571428571429
google,2022-06-26,334,25,71.4571428571429
google,2022-06-27,326,24,71.3428571428571
google,2022-06-28,332,23,62.2857142857143
google,2022-06-29,294,21,60.9428571428571
google,2022-06-30,328,23,63.3714285714286
google,2022-07-01,639,44,125.571428571429
google,2022-07-02,354,25,72.3428571428571
google,2022-07-03,413,28,77.0571428571429
google,2022-07-04,267,19,53.7142857142857
google,2022-07-05,413,28,78.5428571428571
google,2022-07-06,497,34,96.8
google,2022-07-07,441,31,87.0285714285714
google,2022-07-08,290,20,56.9714285714286
google,2022-07-09,267,19,53.8285714285714
google,2022-07-10,444,32,94.5428571428571
google,2022-07-11,305,22,59.7714285714286
google,2022-07-12,437,30,86.4285714285714
google,2022-07-13,399,27,78.6571428571429
google,2022-07-14,433,30,85.8285714285714
google,2022-07-15,314,22,63.4571428571429
google,2022-07-16,525,37,108.457142857143
google,2022-07-17,463,32,92.0285714285714
google,2022-07-18,437,31,89.7428571428571
google,2022-07-19,403,29,81.7714285714286
google,2022-07-20,422,30,84.2285714285714
google,2022-07-21,500,36,103.171428571429
google,2022-07-22,477,33,94.8571428571429
google,2022-07-23,332,22,61.9714285714286
google,2022-07-24,299,21,59.5428571428571
google,2022-07-25,308,22,64.2285714285714
google,2022-07-26,329,23,66.0
google,2022-07-27,287,20,56.5428571428571
google,2022-07-28,341,24,66.2
google,2022-07-29,429,31,88.7714285714286
google,2022-07-30,448,32,90.0571428571429
google,2022-07-31,257,19,51.0285714285714
google,2022-08-01,196,13,36.1428571428571
google,2022-08-02,453,31,85.2
google,2022-08-03,387,28,77.6
google,2022-08-04,294,21,61.7142857142857
google,2022-08-05,443,31,89.1714285714286
google,2022-08-06,359,25,72.0857142857143
google,2022-08-07,437,30,85.3142857142857
google,2022-08-08,548,38,107.371428571429
google,2022-08-09,410,29,81.7714285714286
google,2022-08-10,381,27,76.1714285714286
google,2022-08-11,427,31,86.4
google,2022-08-12,344,25,72.3428571428571
google,2022-08-13,358,26,74.3142857142857
google,2022-08-14,320,23,66.0571428571429
google,2022-08-15,355,25,68.5142857142857
google,2022-08-16,429,30,84.3428571428571
google,2022-08-17,411,29,83.2857142857143
google,2022-08-18,486,34,95.3714285714286
google,2022-08-19,460,33,92.0857142857143
google,2022-08-20,461,32,88.7142857142857
google,2022-08-21,469,33,89.6285714285714
google,2022-08-22,391,29,78.4857142857143
google,2022-08-23,211,15,40.9714285714286
google,2022-08-24,364,27,76.7142857142857
google,2022-08-25,325,23,64.2857142857143
google,2022-08-26,504,36,101.971428571429
google,2022-08-27,469,32,92.3714285714286
google,2022-08-28,498,35,99.1142857142857
google,2022-08-29,472,33,92.0
google,2022-08-30,582,41,116.0
google,2022-08-31,415,29,82.5428571428571
google,2022-09-01,402,28,79.6571428571429
google,2022-09-02,451,32,91.9714285714286
google,2022-09-03,467,32,91.7428571428571
google,2022-09-04,554,38,111.485714285714
google,2022-09-05,461,32,90.9142857142857
google,2022-09-06,478,33,94.4571428571429
google,2022-09-07,562,40,112.714285714286
google,2022-09-08,469,33,90.2857142857143
google,2022-09-09,424,30,86.9142857142857
google,2022-09-10,257,19,56.1428571428571
google,2022-09-11,522,37,104.428571428571
google,2022-09-12,473,33,97.4
google,2022-09-13,502,35,99.4
google,2022-09-14,352,25,70.0571428571429
google,2022-09-15,467,33,95.5428571428571
google,2022-09-16,489,35,99.1142857142857
google,2022-09-17,466,32,92.9714285714286
google,2022-09-18,414,29,84.7714285714286
google,2022-09-19,548,38,106.085714285714
google,2022-09-20,376,26,75.5428571428571
google,2022-09-21,509,36,101.971428571429
google,2022-09-22,314,22,65.1428571428571
google,2022-09-23,494,36,100.4
google,2022-09-24,626,44,127.771428571429
google,2022-09-25,559,39,109.742857142857
google,2022-09-26,472,33,97.1428571428571
google,2022-09-27,384,27,76.4857142857143
google,2022-09-28,526,37,103.485714285714
google,2022-09-29,526,37,102.914285714286
google,2022-09-30,366,26,72.0571428571429
google,2022-10-01,422,31,85.8857142857143
google,2022-10-02,329,23,64.3142857142857
google,2022-10-03,345,25,73.0571428571429
google,2022-10-04,443,31,88.5714285714286
google,2022-10-05,475,34,96.7142857142857
google,2022-10-06,376,26,69.8285714285714
google,2022-10-07,365,26,75.4571428571429
google,2022-10-08,481,33,91.9142857142857
google,2022-10-09,527,37,106.4
google,2022-10-10,504,36,104.257142857143
google,2022-10-11,437,31,86.1142857142857
google,2022-10-12,505,35,98.3714285714286
google,2022-10-13,373,26,74.0
google,2022-10-14,413,28,81.1428571428571
google,2022-10-15,395,28,83.0857142857143
google,2022-10-16,407,29,84.0
google,2022-10-17,493,35,99.7142857142857
google,2022-10-18,422,30,84.7142857142857
google,2022-10-19,441,31,88.3714285714286
google,2022-10-20,411,28,79.0285714285714
google,2022-10-21,425,29,86.8571428571429
google,2022-10-22,489,34,100.057142857143
google,2022-10-23,544,39,109.028571428571
google,2022-10-24,527,38,107.114285714286
google,2022-10-25,486,34,96.8571428571429
google,2022-10-26,516,37,106.828571428571
google,2022-10-27,490,35,98.4857142857143
google,2022-10-28,348,24,65.5142857142857
google,2022-10-29,518,36,104.285714285714
google,2022-10-30,448,31,91.4571428571429
google,2022-10-31,529,37,107.628571428571
google,2022-11-01,390,27,76.3142857142857
google,2022-11-02,386,27,74.4571428571429
google,2022-11-03,356,26,73.6285714285714
google,2022-11-04,387,27,78.6
google,2022-11-05,561,39,108.714285714286
google,2022-11-06,391,28,79.4
google,2022-11-07,418,29,84.2
google,2022-11-08,486,34,99.2857142857143
google,2022-11-09,531,37,102.742857142857
google,2022-11-10,341,24,69.4
google,2022-11-11,462,33,93.2571428571429
google,2022-11-12,524,36,101.542857142857
google,2022-11-13,520,36,102.0
google,2022-11-14,573,40,114.085714285714
google,2022-11-15,486,35,99.4571428571429
google,2022-11-16,606,43,122.971428571429
google,2022-11-17,592,41,114.285714285714
google,2022-11-18,440,31,86.8571428571429
google,2022-11-19,478,34,93.8571428571429
google,2022-11-20,526,37,104.571428571429
google,2022-11-21,373,26,76.8857142857143
google,2022-11-22,721,49,137.828571428571
google,2022-11-23,658,46,131.742857142857
google,2022-11-24,530,37,106.514285714286
google,2022-11-25,593,42,120.371428571429
google,2022-11-26,419,28,78.9428571428572
instagram,2019-11-28,42,1,23.8
instagram,2019-11-30,48,1,19.6
instagram,2019-12-03,46,1,19.8
instagram,2019-12-04,54,1,21.4
instagram,2019-12-05,145,3,56.0
instagram,2019-12-06,44,1,16.8
instagram,2019-12-07,289,6,117.4
instagram,2019-12-08,201,4,82.0
instagram,2019-12-10,249,5,87.6
instagram,2019-12-11,177,4,75.2
instagram,2019-12-13,197,4,78.2
instagram,2019-12-14,348,7,139.6
instagram,2019-12-15,149,3,59.6
instagram,2019-12-16,263,5,100.2
instagram,2019-12-18,303,6,121.2
instagram,2019-12-19,332,7,141.6
instagram,2019-12-20,254,5,94.6
instagram,2019-12-21,358,7,144.6
instagram,2019-12-22,261,5,99.6
instagram,2019-12-23,312,6,114.8
instagram,2019-12-24,200,4,85.0
instagram,2019-12-25,605,12,234.4
instagram,2019-12-26,240,5,100.2
instagram,2019-12-27,600,12,247.0
instagram,2019-12-28,459,9,192.4
instagram,2019-12-29,607,12,245.6
instagram,2019-12-30,488,10,187.4
instagram,2019-12-31,465,9,190.4
instagram,2020-01-01,747,15,288.2
instagram,2020-01-02,417,8,164.6
instagram,2020-01-03,605,13,247.8
instagram,2020-01-04,856,17,339.8
instagram,2020-01-05,899,18,346.0
instagram,2020-01-06,565,12,231.0
instagram,2020-01-07,513,10,220.0
instagram,2020-01-08,604,12,233.6
instagram,2020-01-09,554,11,211.0
instagram,2020-01-10,571,11,216.2
instagram,2020-01-11,702,14,281.0
instagram,2020-01-12,804,16,315.6
instagram,2020-01-13,988,20,398.0
instagram,2020-01-14,1006,20,400.8
instagram,2020-01-15,609,12,231.0
instagram,2020-01-16,1090,22,432.2
instagram,2020-01-17,1035,22,435.0
instagram,2020-01-18,663,13,264.8
instagram,2020-01-19,890,19,375.0
instagram,2020-01-20,936,19,364.2
instagram,2020-01-21,964,19,371.2
instagram,2020-01-22,743,14,273.0
instagram,2020-01-23,671,14,290.6
instagram,2020-01-24,847,17,327.2
instagram,2020-01-25,1041,21,424.0
instagram,2020-01-26,1020,20,401.0
instagram,2020-01-27,1046,21,418.4
instagram,2020-01-28,1180,24,475.8
instagram,2020-01-29,872,18,346.2
instagram,2020-01-30,1172,23,454.8
instagram,2020-01-31,1011,21,421.2
instagram,2020-02-01,912,18,372.4
instagram,2020-02-02,1008,21,418.0
instagram,2020-02-03,1364,28,543.6
instagram,2020-02-04,980,20,372.2
instagram,2020-02-05,842,17,335.0
instagram,2020-02-06,963,19,379.8
instagram,2020-02-07,1098,22,452.2
instagram,2020-02-08,932,19,377.4
instagram,2020-02-09,1489,30,585.4
instagram,2020-02-10,948,19,362.8
instagram,2020-02-11,1074,22,423.2
instagram,2020-02-12,880,18,374.0
instagram,2020-02-13,1142,23,438.4
instagram,2020-02-14,887,17,346.8
instagram,2020-02-15,1211,24,472.0
instagram,2020-02-16,922,19,371.8
instagram,2020-02-17,1040,21,420.2
instagram,2020-02-18,1318,26,537.2
instagram,2020-02-19,1182,24,480.8
instagram,2020-02-20,860,17,332.4
instagram,2020-02-21,890,18,364.6
instagram,2020-02-22,1517,30,581.4
instagram,2020-02-23,1083,22,437.4
instagram,2020-02-24,1914,39,775.2
instagram,2020-02-25,1467,29,574.8
instagram,2020-02-26,947,20,412.2
instagram,2020-02-27,1171,24,476.8
instagram,2020-02-28,1133,23,455.0
instagram,2020-02-29,1058,21,426.6
instagram,2020-03-01,1733,34,659.6
instagram,2020-03-02,1820,37,706.0
instagram,2020-03-03,1427,29,600.0
instagram,2020-03-04,1846,37,741.0
instagram,2020-03-05,1317,26,531.6
instagram,2020-03-06,984,19,385.6
instagram,2020-03-07,1569,31,623.4
instagram,2020-03-08,1752,34,706.0
instagram,2020-03-09,1914,39,745.6
instagram,2020-03-10,975,19,376.8
instagram,2020-03-11,1550,31,605.6
instagram,2020-03-12,1736,34,688.8
instagram,2020-03-13,1562,30,611.2
instagram,2020-03-14,997,20,383.8
instagram,2020-03-15,1627,33,660.0
instagram,2020-03-16,2075,41,810.4
instagram,2020-03-17,1409,28,565.0
instagram,2020-03-18,1345,27,560.4
instagram,2020-03-19,1866,38,754.4
instagram,2020-03-20,1932,38,760.4
instagram,2020-03-21,1248,25,470.0
instagram,2020-03-22,1570,32,655.6
instagram,2020-03-23,1347,27,538.8
instagram,2020-03-24,2167,44,912.8
instagram,2020-03-25,2053,40,810.6
instagram,2020-03-26,1772,37,750.4
instagram,2020-03-27,1744,34,666.2
instagram,2020-03-28,1974,40,796.0
instagram,2020-03-29,1756,35,706.2
instagram,2020-03-30,1844,38,755.2
instagram,2020-03-31,1731,36,696.0
instagram,2020-04-01,1414,30,599.8
instagram,2020-04-02,1935,39,779.8
instagram,2020-04-03,1563,31,633.0
instagram,2020-04-04,1479,29,572.0
instagram,2020-04-05,1640,33,649.4
instagram,2020-04-06,2065,42,852.2
instagram,2020-04-07,2028,41,800.0
instagram,2020-04-08,2000,40,806.8
instagram,2020-04-09,1768,36,720.0
instagram,2020-04-10,1858,37,741.2
instagram,2020-04-11,1981,40,828.4
instagram,2020-04-12,1559,32,640.4
instagram,2020-04-13,1575,31,599.2
instagram,2020-04-14,2256,45,908.0
instagram,2020-04-15,1542,31,607.6
instagram,2020-04-16,1341,27,515.4
instagram,2020-04-17,1757,35,714.4
instagram,2020-04-18,2018,40,780.8
instagram,2020-04-19,1775,35,678.4
instagram,2020-04-20,1623,33,672.8
instagram,2020-04-21,2053,42,824.8
instagram,2020-04-22,2157,43,847.4
instagram,2020-04-23,1879,38,759.8
instagram,2020-04-24,1749,35,702.4
instagram,2020-04-25,1965,40,816.4
instagram,2020-04-26,2029,40,790.8
instagram,2020-04-27,1999,40,774.0
instagram,2020-04-28,1765,36,697.6
instagram,2020-04-29,2306,47,974.0
instagram,2020-04-30,1770,36,709.2
instagram,2020-05-01,1575,31,612.6
instagram,2020-05-02,2287,45,885.8
instagram,2020-05-03,1714,33,662.8
instagram,2020-05-04,2585,53,1047.6
instagram,2020-05-05,1548,31,600.8
instagram,2020-05-06,1888,37,732.8
instagram,2020-05-07,1724,36,709.8
instagram,2020-05-08,2108,44,863.0
instagram,2020-05-09,2510,50,977.6
instagram,2020-05-10,2253,45,872.0
instagram,2020-05-11,1623,33,643.8
instagram,2020-05-12,1967,40,801.6
instagram,2020-05-13,1402,27,527.0
instagram,2020-05-14,1960,38,743.6
instagram,2020-05-15,2022,41,830.0
instagram,2020-05-16,2349,48,953.6
instagram,2020-05-17,1947,40,800.2
instagram,2020-05-18,1696,34,679.2
instagram,2020-05-19,2002,40,795.4
instagram,2020-05-20,1728,35,687.0
instagram,2020-05-21,1309,27,543.2
instagram,2020-05-22,2056,40,800.0
instagram,2020-05-23,1903,38,779.2
instagram,2020-05-24,2384,48,932.2
instagram,2020-05-25,2348,47,937.4
