date,ad_channel,impressions,clicks,ad_spend,country
2020-08-07,facebook,252,252,111.15,France
2020-08-07,instagram,421,421,136.58,US
2020-08-08,google,160,160,27.34,US
2020-08-09,facebook,490,490,214.89,Brazil
2020-08-09,facebook,281,281,130.91,UK
2020-08-09,google,379,379,53.23,US
2020-08-09,instagram,408,408,139.48,UK
2020-08-10,facebook,290,290,114.86,China
2020-08-10,facebook,336,336,137.08,US
2020-08-10,google,200,200,28.81,China
2020-08-10,instagram,371,371,122.05,UK
2020-08-11,google,200,200,29.4,France
2020-08-12,instagram,358,358,129.31,Argentina
2020-08-14,facebook,269,269,104.98,Spain
2020-08-14,google,184,184,32.94,Brazil
2020-08-14,google,146,146,29.4,China
2020-08-14,google,191,191,26.76,US
2020-08-14,instagram,827,827,316.74,Brazil
2020-08-14,instagram,490,490,126.41,China
2020-08-14,instagram,400,400,148.2,Danmark
2020-08-14,instagram,461,461,135.12,US
2020-08-15,google,174,174,31.46,Brazil
2020-08-16,facebook,255,255,143.26,UK
2020-08-16,instagram,472,472,164.18,Argentina
2020-08-16,instagram,400,400,165.64,US
2020-08-17,facebook,339,339,133.38,China
2020-08-17,google,169,169,26.17,UK
2020-08-17,instagram,461,461,126.41,India
2020-08-17,instagram,404,404,129.31,US
2020-08-18,google,313,313,54.1,US
2020-08-19,facebook,275,275,118.56,Canada
2020-08-19,facebook,336,336,145.73,Spain
2020-08-19,google,160,160,32.94,UK
2020-08-19,instagram,400,400,138.03,Brazil
2020-08-19,instagram,448,448,123.5,Canada
2020-08-19,instagram,435,435,119.14,UK
2020-08-20,instagram,448,448,117.69,Argentina
2020-08-21,facebook,272,272,134.61,UK
2020-08-21,facebook,269,269,104.98,US
2020-08-21,google,195,195,32.05,US
2020-08-21,instagram,481,481,156.92,Brazil
2020-08-22,facebook,266,266,104.98,Germany
2020-08-22,instagram,413,413,156.92,Spain
2020-08-23,instagram,822,822,280.42,India
2020-08-23,instagram,371,371,159.82,US
2020-08-24,facebook,255,255,134.61,Danmark
2020-08-24,instagram,413,413,164.18,France
2020-08-25,facebook,240,240,132.14,India
2020-08-25,facebook,339,339,130.91,UK
2020-08-25,google,139,139,28.23,UK
2020-08-25,instagram,435,435,122.05,US
2020-08-26,facebook,290,290,100.04,China
2020-08-26,facebook,255,255,122.26,France
2020-08-26,instagram,465,465,142.39,Canada
2020-08-27,facebook,252,252,130.91,Brazil
2020-08-27,facebook,585,585,242.06,Spain
2020-08-27,google,143,143,30.58,Canada
2020-08-27,google,163,163,25.88,Sweden
2020-08-27,instagram,503,503,132.22,India
2020-08-27,instagram,472,472,122.05,Sweden
2020-08-28,facebook,345,345,109.92,Brazil
2020-08-28,facebook,295,295,118.56,Canada
2020-08-28,facebook,278,278,107.44,US
2020-08-28,instagram,417,417,139.48,Brazil
2020-08-29,facebook,246,246,132.14,Argentina
2020-08-29,facebook,333,333,122.26,Brazil
2020-08-29,facebook,298,298,116.09,Germany
2020-08-29,instagram,375,375,171.45,Brazil
2020-08-29,instagram,345,345,172.9,US
2020-08-30,facebook,324,324,103.74,Brazil
2020-08-30,facebook,298,298,109.92,Canada
2020-08-30,google,303,303,56.16,France
2020-08-30,google,192,192,24.99,Spain
2020-08-30,google,166,166,29.11,US
2020-08-30,instagram,379,379,117.69,UK
2020-08-31,facebook,551,551,234.65,China
2020-08-31,facebook,298,298,143.26,Germany
2020-08-31,google,197,197,33.22,US
2020-08-31,instagram,477,477,172.9,US
2020-09-01,facebook,336,336,144.49,US
2020-09-01,google,155,155,33.22,Argentina
2020-09-01,instagram,435,435,156.92,UK
2020-09-02,instagram,400,400,156.92,Germany
2020-09-03,google,191,191,27.94,China
2020-09-03,instagram,494,494,127.86,Germany
2020-09-03,instagram,408,408,119.14,US
2020-09-04,facebook,324,324,145.73,Brazil
2020-09-04,facebook,327,327,122.26,China
2020-09-04,instagram,472,472,132.22,Brazil
2020-09-04,instagram,400,400,162.73,US
2020-09-05,facebook,278,278,144.49,India
2020-09-05,instagram,362,362,165.64,Germany
2020-09-06,google,162,162,24.11,Brazil
2020-09-06,instagram,375,375,145.3,Canada
2020-09-06,instagram,507,507,170.0,UK
2020-09-07,facebook,272,272,106.21,US
2020-09-07,instagram,397,397,165.64,Canada
2020-09-07,instagram,340,340,119.14,Germany
2020-09-09,google,172,172,27.34,Argentina
2020-09-10,facebook,246,246,104.98,US
2020-09-10,instagram,461,461,127.86,Brazil
2020-09-10,instagram,388,388,129.31,Danmark
2020-09-10,instagram,413,413,154.01,Sweden
2020-09-10,instagram,417,417,172.9,UK
2020-09-11,facebook,232,232,107.44,US
2020-09-12,facebook,313,313,127.2,Brazil
2020-09-12,instagram,503,503,161.28,Canada
2020-09-12,instagram,435,435,167.09,Germany
2020-09-13,facebook,240,240,116.09,UK
2020-09-13,google,156,156,32.05,US
2020-09-13,instagram,400,400,154.01,US
2020-09-14,facebook,574,574,277.88,China
2020-09-14,instagram,375,375,167.09,Spain
2020-09-15,instagram,397,397,161.28,France
2020-09-15,instagram,379,379,126.41,Sweden
2020-09-16,google,333,333,59.69,US
2020-09-16,instagram,788,788,287.68,China
2020-09-16,instagram,426,426,158.37,UK
2020-09-16,instagram,417,417,164.18,US
2020-09-17,instagram,507,507,172.9,Brazil
2020-09-17,instagram,400,400,172.9,Canada
2020-09-17,instagram,388,388,133.67,Spain
2020-09-18,instagram,358,358,117.69,Sweden
2020-09-19,google,192,192,25.88,France
2020-09-19,instagram,366,366,133.67,US
2020-09-21,facebook,321,321,146.96,India
2020-09-21,facebook,632,632,240.82,US
2020-09-21,instagram,358,358,158.37,Germany
2020-09-21,instagram,379,379,126.41,US
2020-09-22,facebook,261,261,104.98,Brazil
2020-09-22,google,145,145,28.23,Argentina
2020-09-22,instagram,388,388,132.22,India
2020-09-22,instagram,345,345,127.86,UK
2020-09-23,google,188,188,30.0,Argentina
2020-09-23,google,200,200,28.23,Germany
2020-09-23,instagram,472,472,155.46,Argentina
2020-09-23,instagram,494,494,146.75,India
2020-09-23,instagram,452,452,136.58,US
2020-09-24,facebook,278,278,125.97,Argentina
2020-09-24,facebook,266,266,118.56,US
2020-09-24,google,142,142,25.57,Germany
2020-09-24,instagram,472,472,117.69,Canada
2020-09-24,instagram,397,397,122.05,UK
2020-09-25,instagram,461,461,158.37,Brazil
2020-09-25,instagram,456,456,142.39,China
2020-09-26,facebook,261,261,116.09,Germany
2020-09-27,facebook,339,339,123.5,China
2020-09-27,google,165,165,28.53,Danmark
2020-09-27,google,191,191,30.0,India
2020-09-27,google,191,191,24.41,UK
2020-09-27,instagram,353,353,124.95,Argentina
2020-09-27,instagram,481,481,161.28,Canada
2020-09-27,instagram,413,413,156.92,Spain
2020-09-27,instagram,384,384,148.2,UK
2020-09-28,facebook,249,249,107.44,Canada
2020-09-28,instagram,498,498,154.01,Canada
2020-09-28,instagram,400,400,145.3,Germany
2020-09-29,facebook,327,327,108.68,Argentina
2020-09-29,google,197,197,29.4,US
2020-09-29,instagram,362,362,171.45,Brazil
2020-09-29,instagram,413,413,130.76,India
2020-09-30,google,179,179,33.22,Brazil
2020-09-30,google,179,179,24.7,China
2020-09-30,google,192,192,29.7,UK
2020-10-01,facebook,281,281,109.92,UK
2020-10-01,instagram,933,933,322.55,China
2020-10-01,instagram,498,498,171.45,Sweden
2020-10-02,facebook,290,290,106.21,US
2020-10-03,facebook,240,240,146.96,UK
2020-10-03,instagram,472,472,162.73,Canada
2020-10-03,instagram,477,477,156.92,China
2020-10-03,instagram,397,397,152.56,Spain
2020-10-03,instagram,465,465,158.37,UK
2020-10-04,facebook,266,266,116.09,US
2020-10-04,instagram,408,408,152.56,Argentina
2020-10-05,facebook,249,249,128.44,US
2020-10-05,instagram,456,456,123.5,Germany
2020-10-05,instagram,490,490,143.84,India
2020-10-05,instagram,456,456,154.01,Spain
2020-10-06,facebook,321,321,146.96,China
2020-10-06,facebook,261,261,109.92,India
2020-10-06,facebook,261,261,119.79,US
2020-10-06,instagram,430,430,143.84,Germany
2020-10-07,google,139,139,27.94,China
2020-10-07,google,171,171,27.64,Germany
2020-10-07,instagram,456,456,161.28,China
2020-10-08,facebook,281,281,145.73,Germany
2020-10-08,facebook,240,240,113.62,UK
2020-10-08,google,197,197,24.41,France
2020-10-08,instagram,353,353,159.82,Argentina
2020-10-08,instagram,439,439,168.54,India
2020-10-09,google,308,308,60.28,UK
2020-10-09,google,152,152,33.81,US
2020-10-09,instagram,439,439,156.92,Sweden
2020-10-10,facebook,330,330,117.32,Brazil
2020-10-10,google,169,169,27.05,US
2020-10-11,facebook,234,234,140.79,Argentina
2020-10-11,facebook,266,266,107.44,Canada
2020-10-12,google,188,188,30.88,US
2020-10-12,instagram,439,439,138.03,Danmark
2020-10-14,instagram,417,417,140.94,Argentina
2020-10-15,instagram,379,379,133.67,US
2020-10-16,facebook,266,266,112.38,India
2020-10-16,facebook,304,304,140.79,US
2020-10-16,instagram,507,507,124.95,Sweden
2020-10-16,instagram,430,430,154.01,US
2020-10-17,facebook,313,313,137.08,China
2020-10-17,facebook,301,301,142.02,US
2020-10-17,instagram,349,349,132.22,France
2020-10-17,instagram,439,439,127.86,India
2020-10-17,instagram,392,392,132.22,Spain
2020-10-17,instagram,448,448,123.5,Sweden
2020-10-18,google,143,143,24.11,China
2020-10-18,instagram,388,388,142.39,US
2020-10-19,facebook,345,345,128.44,Brazil
2020-10-19,facebook,232,232,104.98,US
2020-10-20,google,175,175,32.35,Germany
2020-10-20,google,152,152,29.4,UK
2020-10-21,facebook,333,333,111.15,Sweden
2020-10-21,instagram,883,883,292.04,US
2020-10-22,facebook,263,263,100.04,Argentina
2020-10-22,facebook,333,333,98.8,India
2020-10-22,facebook,310,310,117.32,Sweden
2020-10-22,facebook,275,275,121.03,US
2020-10-22,instagram,494,494,167.09,India
2020-10-23,facebook,266,266,118.56,India
2020-10-23,facebook,339,339,108.68,US
2020-10-23,google,175,175,23.52,China
2020-10-23,instagram,392,392,140.94,India
2020-10-23,instagram,430,430,135.12,US
2020-10-24,facebook,330,330,121.03,Argentina
2020-10-25,google,198,198,31.17,US
2020-10-25,instagram,397,397,164.18,US
2020-10-26,facebook,252,252,129.67,Brazil
2020-10-26,facebook,304,304,107.44,US
2020-10-26,google,139,139,23.83,China
2020-10-26,instagram,959,959,281.87,China
2020-10-26,instagram,503,503,148.2,India
2020-10-26,instagram,448,448,156.92,US
2020-10-27,facebook,263,263,140.79,Germany
2020-10-28,facebook,258,258,144.49,Danmark
2020-10-28,instagram,839,839,296.4,Argentina
2020-10-29,facebook,319,319,104.98,Sweden
2020-10-29,facebook,281,281,114.86,US
2020-10-29,google,197,197,28.81,France
2020-10-29,instagram,388,388,170.0,Brazil
2020-10-29,instagram,345,345,122.05,China
2020-10-29,instagram,503,503,117.69,Germany
2020-10-30,facebook,269,269,130.91,Canada
2020-10-30,facebook,232,232,98.8,China
2020-10-30,facebook,249,249,129.67,US
2020-10-30,google,142,142,27.94,Brazil
2020-10-30,instagram,439,439,127.86,Argentina
2020-10-30,instagram,472,472,120.59,India
2020-10-30,instagram,397,397,124.95,Sweden
2020-10-31,facebook,295,295,106.21,Argentina
2020-10-31,instagram,507,507,146.75,Brazil
2020-10-31,instagram,485,485,116.24,Danmark
2020-10-31,instagram,362,362,117.69,UK
2020-10-31,instagram,849,849,334.18,US
2020-11-01,facebook,237,237,118.56,Sweden
2020-11-01,facebook,258,258,144.49,US
2020-11-01,instagram,404,404,151.11,Sweden
2020-11-02,facebook,510,510,218.59,China
2020-11-02,instagram,465,465,151.11,Canada
2020-11-02,instagram,404,404,170.0,Sweden
2020-11-02,instagram,472,472,156.92,UK
2020-11-03,facebook,240,240,102.5,Argentina
2020-11-03,google,152,152,27.34,France
2020-11-03,instagram,421,421,168.54,India
2020-11-04,facebook,234,234,128.44,US
2020-11-05,facebook,266,266,129.67,France
2020-11-05,facebook,559,559,233.42,US
2020-11-05,google,201,201,29.7,India
2020-11-06,facebook,263,263,127.2,Germany
2020-11-06,facebook,234,234,146.96,UK
2020-11-06,google,189,189,34.41,Danmark
2020-11-06,instagram,375,375,124.95,Germany
2020-11-06,instagram,439,439,172.9,India
2020-11-07,facebook,327,327,140.79,Danmark
2020-11-07,facebook,321,321,103.74,India
2020-11-07,google,189,189,27.34,US
2020-11-09,instagram,494,494,170.0,China
2020-11-09,instagram,933,933,277.51,US
2020-11-10,facebook,292,292,127.2,Germany
2020-11-10,google,163,163,31.17,US
2020-11-11,facebook,272,272,103.74,Canada
2020-11-11,facebook,246,246,107.44,India
2020-11-11,google,139,139,24.99,India
2020-11-11,google,195,195,26.17,Sweden
2020-11-11,instagram,832,832,299.31,Danmark
2020-11-11,instagram,375,375,119.14,Germany
2020-11-12,facebook,333,333,113.62,Argentina
2020-11-12,instagram,485,485,140.94,US
2020-11-13,google,178,178,25.57,US
2020-11-13,instagram,472,472,139.48,India
2020-11-13,instagram,452,452,145.3,Sweden
2020-11-14,facebook,342,342,113.62,Danmark
2020-11-14,instagram,503,503,146.75,US
2020-11-15,instagram,371,371,139.48,Danmark
2020-11-15,instagram,384,384,159.82,UK
2020-11-16,facebook,275,275,138.32,China
2020-11-16,facebook,310,310,137.08,US
2020-11-16,instagram,404,404,136.58,Danmark
2020-11-17,facebook,284,284,109.92,China
2020-11-17,instagram,481,481,140.94,India
2020-11-17,instagram,498,498,158.37,Sweden
2020-11-17,instagram,353,353,158.37,US
2020-11-18,facebook,304,304,124.74,US
2020-11-18,instagram,353,353,154.01,Brazil
2020-11-19,instagram,481,481,136.58,Argentina
2020-11-19,instagram,362,362,152.56,US
2020-11-20,facebook,234,234,114.86,China
2020-11-20,facebook,258,258,124.74,US
2020-11-20,instagram,456,456,126.41,Germany
2020-11-20,instagram,507,507,138.03,Spain
2020-11-20,instagram,375,375,130.76,US
2020-11-21,facebook,243,243,142.02,Brazil
2020-11-21,instagram,400,400,123.5,China
2020-11-22,facebook,232,232,119.79,India
2020-11-22,instagram,435,435,158.37,US
2020-11-23,instagram,366,366,142.39,Canada
2020-11-23,instagram,430,430,149.65,India
2020-11-23,instagram,852,852,258.62,US
2020-11-24,google,174,174,29.7,Germany
2020-11-24,google,187,187,27.64,India
2020-11-24,instagram,379,379,142.39,China
2020-11-24,instagram,397,397,167.09,Danmark
2020-11-24,instagram,384,384,154.01,Germany
2020-11-24,instagram,498,498,126.41,India
2020-11-24,instagram,448,448,139.48,US
2020-11-25,facebook,272,272,119.79,US
2020-11-25,instagram,340,340,165.64,France
2020-11-26,facebook,632,632,239.59,India
2020-11-26,google,152,152,23.83,China
2020-11-26,instagram,417,417,119.14,UK
2020-11-27,google,172,172,33.81,France
2020-11-27,google,198,198,28.53,US
2020-11-27,instagram,472,472,129.31,UK
2020-11-28,facebook,290,290,118.56,Danmark
2020-11-28,google,156,156,26.47,UK
2020-11-28,google,197,197,24.11,US
2020-11-28,instagram,362,362,142.39,Sweden
2020-11-29,facebook,321,321,121.03,Germany
2020-11-29,facebook,246,246,113.62,Spain
2020-11-29,google,169,169,28.23,China
2020-11-29,instagram,417,417,135.12,US
2020-11-30,facebook,307,307,139.56,UK
2020-11-30,facebook,243,243,128.44,US
2020-12-01,google,181,181,24.11,Canada
2020-12-01,google,143,143,32.35,India
2020-12-01,instagram,426,426,136.58,Germany
2020-12-01,instagram,435,435,152.56,India
2020-12-01,instagram,345,345,164.18,Spain
2020-12-01,instagram,426,426,129.31,UK
2020-12-02,facebook,336,336,122.26,UK
2020-12-02,instagram,417,417,127.86,India
2020-12-02,instagram,738,738,287.68,UK
2020-12-03,instagram,435,435,140.94,China
2020-12-03,instagram,379,379,142.39,Spain
2020-12-03,instagram,426,426,116.24,US
2020-12-04,facebook,490,490,223.54,US
2020-12-04,google,162,162,30.58,Brazil
2020-12-04,instagram,397,397,140.94,Danmark
2020-12-04,instagram,469,469,168.54,Spain
2020-12-04,instagram,503,503,130.76,US
2020-12-05,facebook,295,295,122.26,US
2020-12-05,google,160,160,28.81,China
2020-12-05,google,192,192,25.57,Germany
2020-12-05,instagram,461,461,129.31,Canada
2020-12-05,instagram,1180,1180,405.37,China
2020-12-06,facebook,333,333,145.73,Argentina
2020-12-06,facebook,327,327,129.67,India
2020-12-07,facebook,345,345,127.2,UK
2020-12-07,instagram,507,507,127.86,Argentina
2020-12-07,instagram,366,366,124.95,China
2020-12-07,instagram,413,413,138.03,India
2020-12-07,instagram,456,456,130.76,Spain
2020-12-07,instagram,461,461,117.69,US
2020-12-08,facebook,316,316,100.04,Danmark
2020-12-08,facebook,319,319,144.49,France
2020-12-08,facebook,287,287,137.08,US
2020-12-08,google,172,172,26.17,Sweden
2020-12-08,instagram,404,404,120.59,Germany
2020-12-09,google,142,142,34.99,Argentina
2020-12-09,instagram,384,384,139.48,Danmark
2020-12-09,instagram,469,469,143.84,India
2020-12-09,instagram,452,452,152.56,US
2020-12-10,facebook,321,321,129.67,Canada
2020-12-10,instagram,485,485,126.41,Brazil
2020-12-10,instagram,507,507,167.09,US
2020-12-11,facebook,261,261,145.73,India
2020-12-11,instagram,498,498,138.03,China
2020-12-11,instagram,345,345,123.5,Danmark
2020-12-12,facebook,301,301,137.08,Argentina
2020-12-12,facebook,304,304,139.56,UK
2020-12-12,instagram,353,353,171.45,Danmark
2020-12-12,instagram,465,465,123.5,UK
2020-12-13,instagram,725,725,236.83,China
2020-12-13,instagram,452,452,120.59,US
2020-12-14,facebook,269,269,128.44,US
2020-12-14,instagram,362,362,170.0,China
2020-12-14,instagram,375,375,126.41,Germany
2020-12-14,instagram,426,426,122.05,India
2020-12-15,facebook,232,232,119.79,Canada
2020-12-15,facebook,336,336,114.86,India
2020-12-15,facebook,301,301,140.79,Spain
2020-12-15,instagram,345,345,148.2,France
2020-12-15,instagram,435,435,155.46,Germany
2020-12-16,google,189,189,29.7,Argentina
2020-12-16,instagram,955,955,242.64,Danmark
2020-12-16,instagram,426,426,165.64,India
2020-12-16,instagram,435,435,152.56,US
2020-12-17,instagram,358,358,161.28,UK
2020-12-18,facebook,307,307,128.44,UK
2020-12-18,facebook,324,324,116.09,US
2020-12-18,instagram,366,366,129.31,US
2020-12-19,facebook,342,342,100.04,Argentina
2020-12-19,facebook,321,321,137.08,Germany
2020-12-19,google,188,188,30.58,US
2020-12-19,instagram,494,494,135.12,US
2020-12-21,facebook,574,574,240.82,India
2020-12-21,instagram,421,421,132.22,Brazil
2020-12-21,instagram,362,362,151.11,China
2020-12-21,instagram,477,477,132.22,India
2020-12-21,instagram,469,469,135.12,UK
2020-12-22,facebook,292,292,117.32,Brazil
2020-12-22,google,139,139,32.05,China
2020-12-22,instagram,494,494,127.86,US
2020-12-23,facebook,237,237,128.44,China
2020-12-23,google,163,163,33.52,Brazil
2020-12-23,google,181,181,34.11,China
2020-12-23,google,155,155,29.11,France
2020-12-24,google,171,171,26.47,Brazil
2020-12-24,instagram,366,366,161.28,Sweden
2020-12-25,instagram,392,392,129.31,US
2020-12-26,instagram,353,353,151.11,Spain
2020-12-26,instagram,490,490,133.67,US
2020-12-27,facebook,330,330,108.68,Canada
2020-12-27,instagram,426,426,171.45,Germany
2020-12-27,instagram,345,345,156.92,US
2020-12-28,facebook,484,484,258.11,US
2020-12-28,instagram,353,353,135.12,Germany
2020-12-29,facebook,304,304,109.92,China
2020-12-29,facebook,263,263,132.14,Germany
2020-12-29,instagram,448,448,139.48,US
2020-12-30,facebook,266,266,118.56,Danmark
2020-12-30,facebook,333,333,138.32,US
2020-12-30,google,147,147,32.94,Canada
2020-12-30,instagram,421,421,145.3,India
2020-12-31,facebook,269,269,113.62,Canada
2020-12-31,instagram,439,439,164.18,India
2020-12-31,instagram,456,456,117.69,Sweden
2020-12-31,instagram,827,827,255.72,US
2021-01-01,facebook,269,269,123.5,Brazil
2021-01-01,facebook,281,281,143.26,US
2021-01-01,instagram,392,392,136.58,China
2021-01-01,instagram,397,397,168.54,Spain
2021-01-02,facebook,510,510,224.77,China
2021-01-02,google,155,155,29.7,China
2021-01-02,instagram,754,754,260.08,India
2021-01-03,facebook,316,316,125.97,France
2021-01-03,google,172,172,33.81,Brazil
2021-01-03,google,195,195,29.7,Spain
2021-01-03,google,197,197,27.34,US
2021-01-03,instagram,887,887,242.64,Germany
2021-01-04,google,155,155,28.53,China
2021-01-04,instagram,503,503,117.69,Brazil
2021-01-04,instagram,452,452,149.65,UK
2021-01-04,instagram,477,477,129.31,US
2021-01-05,facebook,304,304,101.27,Canada
2021-01-05,facebook,232,232,140.79,UK
2021-01-05,facebook,266,266,98.8,US
2021-01-05,instagram,384,384,133.67,China
2021-01-06,facebook,243,243,114.86,Brazil
2021-01-06,facebook,246,246,125.97,China
2021-01-06,google,171,171,33.81,Canada
2021-01-06,google,182,182,29.7,UK
2021-01-06,instagram,810,810,338.54,India
2021-01-06,instagram,349,349,123.5,UK
2021-01-07,facebook,275,275,123.5,Canada
2021-01-07,facebook,287,287,127.2,US
2021-01-07,instagram,417,417,167.09,Germany
2021-01-07,instagram,490,490,148.2,Spain
2021-01-08,facebook,336,336,118.56,Germany
2021-01-08,facebook,255,255,112.38,UK
2021-01-08,instagram,362,362,127.86,US
2021-01-09,facebook,249,249,113.62,Argentina
2021-01-09,google,162,162,27.05,UK
2021-01-09,instagram,435,435,161.28,France
2021-01-09,instagram,485,485,132.22,US
2021-01-10,facebook,278,278,134.61,Brazil
2021-01-10,facebook,266,266,122.26,France
2021-01-10,facebook,249,249,106.21,Germany
2021-01-10,google,203,203,30.0,Danmark
2021-01-10,instagram,461,461,138.03,Argentina
2021-01-10,instagram,443,443,156.92,Brazil
2021-01-10,instagram,371,371,136.58,Danmark
2021-01-11,facebook,249,249,119.79,Canada
2021-01-11,facebook,275,275,137.08,India
2021-01-11,instagram,397,397,158.37,Canada
2021-01-11,instagram,375,375,133.67,UK
2021-01-12,facebook,307,307,121.03,China
2021-01-12,instagram,443,443,172.9,China
2021-01-12,instagram,461,461,171.45,India
2021-01-13,instagram,481,481,145.3,China
2021-01-13,instagram,345,345,151.11,India
2021-01-13,instagram,725,725,239.74,UK
2021-01-14,facebook,266,266,123.5,Canada
2021-01-14,google,197,197,34.99,Germany
2021-01-14,instagram,465,465,164.18,China
2021-01-14,instagram,353,353,154.01,India
2021-01-14,instagram,408,408,139.48,UK
2021-01-15,facebook,269,269,119.79,US
2021-01-15,instagram,494,494,158.37,India
2021-01-15,instagram,494,494,124.95,UK
2021-01-16,facebook,237,237,146.96,India
2021-01-16,facebook,261,261,135.85,US
2021-01-16,instagram,366,366,138.03,Argentina
2021-01-16,instagram,469,469,122.05,Germany
2021-01-16,instagram,426,426,130.76,US
2021-01-17,facebook,266,266,138.32,Germany
2021-01-17,instagram,472,472,124.95,China
2021-01-17,instagram,345,345,130.76,Spain
2021-01-18,facebook,313,313,116.09,Sweden
2021-01-18,facebook,298,298,129.67,US
2021-01-18,google,175,175,29.7,China
2021-01-18,instagram,456,456,135.12,India
2021-01-18,instagram,494,494,136.58,Spain
2021-01-18,instagram,421,421,145.3,UK
2021-01-18,instagram,503,503,119.14,US
2021-01-19,google,191,191,32.94,China
2021-01-19,google,142,142,34.99,Germany
2021-01-19,instagram,362,362,120.59,Argentina
2021-01-19,instagram,404,404,152.56,India
2021-01-19,instagram,862,862,294.95,US
2021-01-20,instagram,469,469,149.65,Canada
2021-01-20,instagram,375,375,116.24,US
2021-01-21,facebook,324,324,125.97,France
2021-01-21,instagram,392,392,165.64,Canada
2021-01-21,instagram,430,430,116.24,China
2021-01-22,facebook,266,266,143.26,Sweden
2021-01-22,instagram,340,340,117.69,Argentina
2021-01-23,facebook,342,342,114.86,India
2021-01-23,instagram,404,404,126.41,Danmark
2021-01-23,instagram,404,404,143.84,India
2021-01-24,facebook,240,240,111.15,US
2021-01-24,instagram,477,477,132.22,India
2021-01-24,instagram,404,404,123.5,Spain
2021-01-25,facebook,345,345,100.04,China
2021-01-25,facebook,249,249,102.5,Spain
2021-01-25,facebook,284,284,122.26,US
2021-01-25,google,189,189,31.75,US
2021-01-25,instagram,477,477,159.82,China
2021-01-25,instagram,448,448,138.03,Danmark
2021-01-26,facebook,287,287,123.5,Canada
2021-01-26,facebook,290,290,138.32,US
2021-01-26,google,172,172,24.41,US
2021-01-27,google,191,191,33.22,Argentina
2021-01-27,instagram,404,404,123.5,US
2021-01-28,google,139,139,33.52,China
2021-01-28,instagram,408,408,171.45,Argentina
2021-01-29,facebook,261,261,132.14,Spain
2021-01-29,instagram,456,456,123.5,China
2021-01-29,instagram,503,503,132.22,Sweden
2021-01-31,facebook,345,345,140.79,Sweden
2021-02-01,facebook,237,237,103.74,Danmark
2021-02-01,google,178,178,34.41,Argentina
2021-02-01,google,163,163,34.11,India
2021-02-01,google,152,152,32.35,US
2021-02-01,instagram,362,362,155.46,France
2021-02-01,instagram,353,353,154.01,UK
2021-02-01,instagram,503,503,170.0,US
2021-02-02,facebook,316,316,129.67,China
2021-02-02,facebook,319,319,100.04,US
2021-02-02,instagram,379,379,140.94,Germany
2021-02-03,facebook,345,345,123.5,Canada
2021-02-03,google,184,184,28.81,China
2021-02-03,google,145,145,26.47,US
2021-02-03,instagram,814,814,318.19,China
2021-02-03,instagram,421,421,165.64,Spain
2021-02-04,facebook,345,345,109.92,China
2021-02-04,google,162,162,33.52,Danmark
2021-02-04,instagram,345,345,164.18,India
2021-02-05,facebook,307,307,146.96,Sweden
2021-02-05,google,166,166,28.81,US
2021-02-05,instagram,439,439,122.05,Spain
2021-02-05,instagram,716,716,257.17,UK
2021-02-06,facebook,316,316,124.74,France
2021-02-06,instagram,439,439,140.94,India
2021-02-06,instagram,490,490,116.24,UK
2021-02-06,instagram,435,435,123.5,US
2021-02-07,facebook,330,330,122.26,UK
2021-02-07,instagram,465,465,168.54,China
2021-02-08,google,159,159,34.7,Germany
2021-02-08,instagram,392,392,142.39,India
2021-02-08,instagram,349,349,149.65,UK
2021-02-09,facebook,339,339,140.79,US
2021-02-09,google,172,172,23.83,Brazil
2021-02-09,google,323,323,62.04,US
2021-02-09,instagram,366,366,165.64,India
2021-02-10,facebook,295,295,128.44,France
2021-02-10,instagram,490,490,152.56,Canada
2021-02-11,facebook,278,278,117.32,US
2021-02-12,facebook,281,281,119.79,US
2021-02-12,google,172,172,24.7,Canada
2021-02-12,instagram,430,430,155.46,China
2021-02-12,instagram,379,379,154.01,Danmark
2021-02-12,instagram,507,507,170.0,France
2021-02-13,facebook,249,249,98.8,Brazil
2021-02-13,instagram,417,417,151.11,Spain
2021-02-13,instagram,507,507,145.3,US
2021-02-14,facebook,327,327,108.68,India
2021-02-14,google,182,182,34.41,Brazil
2021-02-14,instagram,485,485,158.37,UK
2021-02-15,facebook,255,255,127.2,China
2021-02-15,facebook,316,316,133.38,India
2021-02-15,instagram,413,413,172.9,US
2021-02-16,facebook,504,504,227.24,Argentina
2021-02-16,facebook,316,316,143.26,India
2021-02-16,facebook,319,319,114.86,US
2021-02-16,instagram,461,461,120.59,UK
2021-02-17,facebook,292,292,117.32,India
2021-02-17,facebook,252,252,129.67,UK
2021-02-17,google,174,174,28.23,US
2021-02-17,instagram,397,397,127.86,US
2021-02-18,facebook,240,240,101.27,Brazil
2021-02-19,facebook,237,237,111.15,Canada
2021-02-19,instagram,358,358,168.54,Brazil
2021-02-20,facebook,287,287,111.15,Danmark
2021-02-20,google,317,317,65.58,China
2021-02-21,facebook,290,290,100.04,Canada
2021-02-21,facebook,290,290,111.15,Germany
2021-02-21,instagram,472,472,172.9,India
2021-02-21,instagram,477,477,172.9,UK
2021-02-22,facebook,258,258,135.85,Sweden
2021-02-22,google,166,166,29.4,China
2021-02-22,instagram,413,413,127.86,China
2021-02-23,google,163,163,32.35,US
2021-02-24,instagram,912,912,280.42,US
2021-02-26,facebook,278,278,118.56,Brazil
