date,city,ad_channel,cost,number_of_clients
2023-09-02,Санкт-Петербург,google,2444.44,95
2023-09-02,Москва,instagram,3574.78,8
2023-09-01,Москва,tv,4616.99,89
2023-09-04,Москва,tv,2031.38,45
2023-09-01,Санкт-Петербург,instagram,1907.72,44
2023-09-05,Самара,tv,217.24,64
2023-09-05,Санкт-Петербург,youtube,2698.77,24
2023-09-02,Екатеринбург,google,4536.5,42
2023-09-05,Москва,instagram,2667.81,10
2023-09-02,Москва,facebook,398.82,1
2023-09-04,Самара,instagram,4280.66,79
2023-09-01,Санкт-Петербург,facebook,3955.13,93
2023-09-01,Омск,google,667.12,56
2023-09-03,Челябинск,tv,1350.25,41
2023-09-01,Санкт-Петербург,influencers,1057.36,70
2023-09-01,Москва,facebook,1984.98,95
2023-09-04,Нижний Новгород,instagram,3123.62,95
2023-09-01,Екатеринбург,tv,1489.83,88
2023-09-04,Санкт-Петербург,google,2344.39,41
2023-09-02,Москва,youtube,2830.43,16
2023-09-05,Санкт-Петербург,facebook,2653.24,67
2023-09-03,Санкт-Петербург,tv,3730.76,92
2023-09-01,Самара,facebook,1160.24,31
2023-09-04,Санкт-Петербург,tv,3681.61,98
2023-09-02,Москва,youtube,1000.71,73
2023-09-03,Москва,youtube,4952.85,16
2023-09-03,Санкт-Петербург,tv,4923.29,73
2023-09-02,Москва,influencers,2443.15,34
2023-09-03,Москва,youtube,1288.05,21
2023-09-02,Санкт-Петербург,google,3094.54,14
2023-09-04,Новосибирск,youtube,4232.79,11
2023-09-03,Москва,tv,2021.18,64
2023-09-03,Санкт-Петербург,google,2713.69,86
2023-09-02,Москва,google,2400.61,61
2023-09-01,Москва,youtube,2177.72,15
2023-09-01,Санкт-Петербург,youtube,1207.45,55
2023-09-04,Москва,instagram,2546.19,92
2023-09-02,Уфа,youtube,1819.43,11
2023-09-04,Санкт-Петербург,instagram,2265.05,14
2023-09-04,Ростов-на-Дону,facebook,571.83,37
2023-09-02,Москва,facebook,2946.01,4
2023-09-03,Санкт-Петербург,youtube,4886.24,50
2023-09-03,Челябинск,google,1947.47,66
2023-09-04,Омск,tv,4525.46,92
2023-09-02,Москва,google,1449.62,25
2023-09-05,Москва,tv,273.6,99
2023-09-03,Санкт-Петербург,google,1720.07,100
2023-09-01,Новосибирск,instagram,1127.74,18
2023-09-01,Санкт-Петербург,youtube,3450.43,47
2023-09-02,Казань,tv,312.46,27
2023-09-04,Москва,tv,2256.68,51
2023-09-04,Санкт-Петербург,youtube,3520.57,88
2023-09-05,Санкт-Петербург,influencers,1132.93,82
2023-09-03,Санкт-Петербург,youtube,3122.92,72
2023-09-01,Ростов-на-Дону,instagram,1360.07,59
2023-09-01,Санкт-Петербург,instagram,2358.37,66
2023-09-02,Санкт-Петербург,google,3804.79,42
2023-09-01,Нижний Новгород,facebook,4954.67,98
2023-09-01,Санкт-Петербург,tv,4000.36,37
2023-09-02,Казань,youtube,1522.45,87
2023-09-02,Москва,tv,1481.61,61
2023-09-03,Санкт-Петербург,instagram,4984.13,45
2023-09-04,Москва,facebook,4529.43,79
2023-09-02,Челябинск,tv,1232.29,57
2023-09-02,Самара,influencers,2366.98,46
2023-09-03,Москва,influencers,4477.31,57
2023-09-01,Москва,influencers,420.47,47
2023-09-04,Ростов-на-Дону,instagram,869.32,52
2023-09-03,Уфа,facebook,1696.87,37
2023-09-01,Санкт-Петербург,tv,1169.57,65
2023-09-05,Санкт-Петербург,facebook,2200.8,21
2023-09-03,Москва,instagram,1140.29,7
2023-09-01,Новосибирск,facebook,2405.87,29
2023-09-01,Санкт-Петербург,tv,1506.79,89
2023-09-02,Москва,tv,439.96,68
2023-09-04,Москва,tv,59.83,13
2023-09-01,Москва,influencers,2005.67,56
2023-09-02,Самара,tv,65.49,69
2023-09-03,Москва,facebook,498.3,87
2023-09-05,Санкт-Петербург,influencers,104.28,49
2023-09-05,Москва,influencers,2542.67,74
2023-09-02,Москва,facebook,1548.7,16
2023-09-02,Санкт-Петербург,instagram,1228.32,95
2023-09-01,Уфа,tv,495.09,21
2023-09-05,Челябинск,youtube,2881.37,50
2023-09-05,Москва,google,2419.17,45
2023-09-05,Санкт-Петербург,influencers,3477.07,78
2023-09-05,Санкт-Петербург,influencers,4442.58,17
2023-09-01,Москва,influencers,3591.87,44
2023-09-02,Москва,facebook,2889.37,100
2023-09-05,Казань,facebook,3504.51,53
2023-09-05,Москва,youtube,3837.88,10
2023-09-01,Москва,google,4334.4,59
2023-09-01,Москва,facebook,178.71,3
2023-09-02,Москва,tv,2885.57,98
2023-09-02,Челябинск,instagram,3688.62,3
2023-09-02,Москва,youtube,2870.44,78
2023-09-03,Санкт-Петербург,google,3584.03,95
2023-09-05,Челябинск,instagram,521.78,52
2023-09-02,Уфа,instagram,3311.25,77
2023-09-04,Санкт-Петербург,influencers,4947.18,3
2023-09-05,Санкт-Петербург,youtube,4125.55,46
2023-09-02,Санкт-Петербург,instagram,2394.47,48
2023-09-01,Москва,google,1323.39,18
2023-09-05,Уфа,influencers,551.5,94
2023-09-05,Санкт-Петербург,google,3293.36,35
2023-09-03,Москва,tv,2734.93,12
2023-09-01,Санкт-Петербург,influencers,4762.13,28
2023-09-03,Нижний Новгород,influencers,194.89,65
2023-09-02,Санкт-Петербург,youtube,2511.88,45
2023-09-04,Москва,tv,3788.88,17
2023-09-01,Москва,influencers,1677.2,10
2023-09-03,Москва,tv,2678.86,100
2023-09-02,Москва,facebook,1945.01,2
2023-09-02,Санкт-Петербург,tv,1166.23,32
2023-09-01,Челябинск,instagram,2728.57,2
2023-09-03,Ростов-на-Дону,instagram,3365.78,25
2023-09-04,Новосибирск,facebook,1581.19,40
2023-09-04,Москва,instagram,4174.01,79
2023-09-05,Санкт-Петербург,tv,3957.08,23
2023-09-02,Екатеринбург,google,2288.95,85
2023-09-05,Москва,tv,852.38,20
2023-09-01,Москва,instagram,3819.26,3
2023-09-02,Москва,influencers,4695.35,93
2023-09-03,Москва,google,3719.48,27
2023-09-03,Москва,facebook,2560.72,98
2023-09-03,Нижний Новгород,facebook,1856.03,36
2023-09-05,Москва,google,2847.84,23
2023-09-01,Москва,facebook,870.52,29
2023-09-01,Ростов-на-Дону,instagram,1614.6,8
2023-09-03,Москва,tv,4298.78,98
2023-09-02,Омск,instagram,2821.55,53
2023-09-04,Москва,tv,1053.57,47
2023-09-02,Новосибирск,youtube,3039.75,85
2023-09-05,Санкт-Петербург,youtube,3035.87,5
2023-09-04,Москва,tv,4558.61,35
2023-09-03,Москва,influencers,3217.98,34
2023-09-01,Омск,instagram,1438.42,57
2023-09-05,Новосибирск,tv,3705.68,9
2023-09-03,Москва,instagram,644.96,4
2023-09-02,Санкт-Петербург,youtube,2818.65,73
2023-09-03,Санкт-Петербург,facebook,1276.62,49
2023-09-03,Москва,tv,357.64,43
2023-09-05,Москва,influencers,1842.34,21
2023-09-05,Москва,influencers,3582.84,4
2023-09-02,Москва,instagram,3129.15,47
2023-09-04,Санкт-Петербург,tv,3232.8,59
2023-09-02,Самара,google,1241.51,84
2023-09-04,Уфа,tv,3229.62,30
2023-09-04,Москва,instagram,2660.65,81
2023-09-05,Москва,influencers,725.58,27
2023-09-04,Санкт-Петербург,instagram,2520.27,84
2023-09-05,Екатеринбург,google,711.0,100
2023-09-04,Москва,influencers,768.37,87
2023-09-01,Омск,facebook,3239.08,5
2023-09-03,Санкт-Петербург,influencers,1766.04,99
2023-09-04,Москва,facebook,231.6,3
2023-09-01,Москва,influencers,1715.5,95
2023-09-04,Новосибирск,instagram,3917.93,11
2023-09-04,Москва,tv,1648.67,36
2023-09-01,Москва,influencers,1421.05,43
2023-09-01,Москва,facebook,4521.94,3
2023-09-05,Москва,youtube,3340.73,57
2023-09-03,Санкт-Петербург,youtube,528.93,49
2023-09-03,Москва,instagram,309.8,48
2023-09-01,Новосибирск,tv,2687.31,43
2023-09-04,Самара,youtube,3195.54,70
2023-09-01,Москва,instagram,2898.49,78
2023-09-03,Москва,influencers,4655.79,96
2023-09-03,Новосибирск,influencers,427.27,2
2023-09-04,Москва,youtube,4628.45,5
2023-09-03,Москва,instagram,4069.19,31
2023-09-01,Санкт-Петербург,tv,4370.07,1
2023-09-03,Нижний Новгород,google,3968.69,45
2023-09-05,Самара,google,4234.54,49
2023-09-04,Москва,tv,4546.16,37
2023-09-01,Москва,google,4901.39,87
2023-09-03,Москва,youtube,4252.64,72
2023-09-02,Ростов-на-Дону,facebook,952.83,71
2023-09-01,Новосибирск,youtube,2525.92,50
2023-09-05,Уфа,youtube,4181.63,68
2023-09-02,Москва,tv,1254.22,11
2023-09-01,Москва,google,2141.01,82
2023-09-01,Москва,youtube,3500.69,22
2023-09-01,Москва,youtube,1292.78,16
2023-09-05,Казань,tv,2536.17,24
2023-09-04,Москва,instagram,2963.02,34
2023-09-01,Нижний Новгород,tv,62.4,52
2023-09-05,Москва,youtube,3342.79,51
2023-09-01,Санкт-Петербург,youtube,4752.93,43
2023-09-02,Санкт-Петербург,google,2059.4,51
2023-09-02,Ростов-на-Дону,facebook,345.08,59
2023-09-03,Самара,influencers,3062.74,43
2023-09-05,Нижний Новгород,google,1328.71,89
2023-09-04,Санкт-Петербург,instagram,810.16,69
2023-09-03,Москва,youtube,424.82,62
2023-09-04,Москва,tv,2998.97,93
2023-09-01,Санкт-Петербург,instagram,900.35,26
2023-09-02,Москва,youtube,3587.62,26
2023-09-04,Санкт-Петербург,tv,4249.28,62
2023-09-02,Москва,google,2791.69,57
2023-09-04,Москва,facebook,698.76,12
2023-09-01,Новосибирск,influencers,2147.39,73
2023-09-04,Москва,influencers,3343.89,89
2023-09-03,Москва,tv,3138.63,26
2023-09-01,Москва,google,3002.92,28
2023-09-03,Москва,facebook,1874.93,29
2023-09-05,Санкт-Петербург,facebook,4629.28,33
2023-09-03,Ростов-на-Дону,youtube,2776.94,88
2023-09-02,Омск,youtube,3027.64,62
2023-09-03,Самара,influencers,2736.68,44
2023-09-01,Санкт-Петербург,facebook,577.83,51
2023-09-05,Москва,instagram,4388.71,39
2023-09-03,Самара,facebook,3520.44,90
2023-09-03,Новосибирск,tv,1807.57,57
2023-09-02,Москва,youtube,1900.58,84
2023-09-03,Москва,google,907.43,50
2023-09-01,Самара,instagram,3723.54,40
2023-09-01,Москва,tv,1778.14,25
2023-09-03,Москва,tv,3034.04,65
2023-09-04,Москва,google,3294.65,42
2023-09-03,Москва,google,2461.5,88
2023-09-05,Москва,facebook,4330.97,40
2023-09-01,Москва,influencers,1804.59,72
2023-09-05,Ростов-на-Дону,facebook,2503.8,13
2023-09-03,Москва,tv,542.83,17
2023-09-05,Санкт-Петербург,tv,930.45,86
2023-09-05,Санкт-Петербург,youtube,3586.8,56
2023-09-03,Москва,influencers,2158.62,93
2023-09-05,Москва,google,410.93,23
2023-09-02,Москва,facebook,3886.67,64
2023-09-05,Санкт-Петербург,youtube,977.86,9
2023-09-01,Москва,google,189.29,51
2023-09-02,Москва,influencers,4141.9,16
2023-09-04,Москва,instagram,366.87,46
2023-09-04,Москва,youtube,1097.98,67
2023-09-04,Москва,instagram,1963.96,81
2023-09-04,Самара,google,3024.35,44
2023-09-05,Москва,instagram,1009.33,24
2023-09-02,Новосибирск,instagram,405.32,18
2023-09-05,Москва,tv,2757.37,57
2023-09-02,Казань,tv,3225.9,42
2023-09-03,Санкт-Петербург,instagram,1908.33,1
2023-09-05,Санкт-Петербург,google,445.7,96
2023-09-05,Санкт-Петербург,tv,2974.57,51
2023-09-02,Москва,tv,933.04,20
2023-09-05,Челябинск,tv,1365.3,87
2023-09-03,Нижний Новгород,facebook,4508.39,39
2023-09-05,Ростов-на-Дону,youtube,1078.73,47
2023-09-05,Санкт-Петербург,google,3381.41,31
2023-09-05,Омск,youtube,3515.82,100
2023-09-05,Москва,facebook,228.21,75
2023-09-04,Санкт-Петербург,facebook,3044.13,85
2023-09-02,Санкт-Петербург,instagram,463.02,42
2023-09-02,Санкт-Петербург,youtube,1522.56,63
2023-09-05,Самара,tv,4536.25,16
2023-09-01,Санкт-Петербург,influencers,2242.4,33
2023-09-04,Москва,youtube,155.47,31
2023-09-02,Самара,tv,4444.99,61
2023-09-01,Омск,facebook,1181.45,5
2023-09-02,Москва,youtube,2419.33,72
2023-09-02,Москва,facebook,2948.5,40
2023-09-05,Москва,influencers,4137.53,83
2023-09-03,Москва,youtube,278.93,10
2023-09-02,Челябинск,influencers,4592.48,79
2023-09-02,Новосибирск,instagram,849.0,23
2023-09-05,Москва,tv,2572.24,76
2023-09-05,Новосибирск,google,1878.23,90
2023-09-03,Москва,google,738.65,30
2023-09-04,Санкт-Петербург,tv,2824.04,100
2023-09-05,Москва,youtube,4543.93,60
2023-09-05,Москва,youtube,3401.02,46
2023-09-02,Москва,youtube,736.93,52
2023-09-03,Санкт-Петербург,facebook,2982.69,29
2023-09-01,Москва,google,524.34,54
2023-09-04,Санкт-Петербург,tv,2677.82,3
2023-09-02,Москва,youtube,793.42,28
2023-09-02,Нижний Новгород,influencers,2920.05,67
2023-09-05,Санкт-Петербург,tv,2635.31,74
2023-09-04,Санкт-Петербург,google,4075.77,30
2023-09-02,Уфа,tv,1560.24,50
2023-09-01,Санкт-Петербург,google,1060.73,27
2023-09-05,Санкт-Петербург,google,2389.99,75
2023-09-05,Санкт-Петербург,tv,2909.52,59
2023-09-05,Москва,facebook,4759.31,61
2023-09-05,Челябинск,tv,178.5,61
2023-09-05,Москва,facebook,771.55,98
2023-09-02,Москва,youtube,2150.12,23
2023-09-04,Москва,tv,4445.77,62
2023-09-02,Москва,instagram,609.48,32
2023-09-05,Москва,google,4686.97,55
2023-09-01,Екатеринбург,facebook,4114.2,26
2023-09-05,Москва,facebook,4397.14,45
2023-09-03,Санкт-Петербург,tv,1269.02,35
2023-09-01,Москва,influencers,4254.55,6
2023-09-04,Новосибирск,youtube,1276.39,41
2023-09-01,Санкт-Петербург,facebook,2596.87,39
2023-09-04,Уфа,tv,4025.92,74
2023-09-05,Санкт-Петербург,instagram,3029.24,73
2023-09-02,Москва,influencers,798.73,51
2023-09-03,Москва,youtube,252.02,57
2023-09-02,Санкт-Петербург,facebook,3876.16,44
2023-09-05,Санкт-Петербург,google,246.09,57
2023-09-02,Москва,instagram,3847.9,86
2023-09-05,Челябинск,influencers,2888.62,21
2023-09-02,Москва,facebook,1667.57,94
2023-09-04,Москва,facebook,1629.29,52
2023-09-05,Москва,youtube,3739.91,58
2023-09-05,Санкт-Петербург,tv,4288.19,10
2023-09-02,Челябинск,facebook,1570.34,25
2023-09-05,Москва,google,4797.18,92
2023-09-04,Ростов-на-Дону,youtube,1441.11,37
2023-09-01,Казань,facebook,4572.84,58
2023-09-01,Москва,youtube,99.38,76
2023-09-01,Москва,youtube,4603.8,17
2023-09-03,Москва,tv,606.63,38
2023-09-02,Санкт-Петербург,tv,2030.84,58
2023-09-02,Москва,youtube,3208.77,94
2023-09-04,Санкт-Петербург,influencers,4748.48,97
2023-09-01,Москва,tv,1309.59,71
2023-09-02,Москва,influencers,1291.57,12
2023-09-02,Санкт-Петербург,instagram,212.91,97
2023-09-02,Москва,influencers,541.41,86
2023-09-03,Уфа,instagram,1205.61,28
2023-09-02,Москва,youtube,316.7,8
2023-09-05,Казань,influencers,2586.34,88
2023-09-02,Челябинск,facebook,4985.61,75
2023-09-03,Уфа,google,836.9,4
2023-09-01,Санкт-Петербург,google,4561.09,93
2023-09-03,Челябинск,instagram,4894.95,6
2023-09-01,Санкт-Петербург,tv,1221.27,88
2023-09-01,Санкт-Петербург,youtube,745.91,41
2023-09-05,Москва,influencers,3517.42,66
2023-09-04,Нижний Новгород,facebook,1474.2,82
2023-09-04,Москва,facebook,3481.89,72
2023-09-03,Москва,instagram,997.06,38
2023-09-05,Москва,youtube,3760.98,10
2023-09-05,Москва,tv,2773.06,21
2023-09-04,Москва,tv,4806.21,59
2023-09-04,Уфа,tv,1431.18,18
2023-09-02,Москва,instagram,1418.68,11
2023-09-04,Санкт-Петербург,youtube,2934.49,4
2023-09-04,Санкт-Петербург,facebook,1462.14,94
2023-09-04,Санкт-Петербург,instagram,1796.18,52
2023-09-03,Москва,influencers,3157.5,72
2023-09-03,Казань,google,2735.96,11
2023-09-03,Москва,instagram,2514.36,46
2023-09-02,Москва,tv,1417.63,84
2023-09-04,Нижний Новгород,tv,4241.74,43
2023-09-03,Екатеринбург,tv,4026.04,2
2023-09-03,Омск,google,74.62,29
2023-09-05,Москва,tv,2175.26,41
2023-09-01,Санкт-Петербург,tv,3056.38,84
2023-09-01,Санкт-Петербург,facebook,4594.76,9
2023-09-05,Москва,instagram,126.33,40
2023-09-01,Москва,tv,4363.76,56
2023-09-03,Москва,instagram,2898.36,24
2023-09-02,Санкт-Петербург,facebook,4023.33,97
2023-09-01,Екатеринбург,tv,514.0,66
2023-09-05,Казань,influencers,498.13,43
2023-09-05,Москва,instagram,4705.82,86
2023-09-04,Уфа,google,1215.85,10
2023-09-04,Санкт-Петербург,influencers,4634.67,59
2023-09-02,Москва,tv,757.31,79
2023-09-01,Санкт-Петербург,youtube,207.21,95
2023-09-02,Ростов-на-Дону,facebook,2407.88,16
2023-09-05,Екатеринбург,tv,3576.45,86
2023-09-02,Санкт-Петербург,google,2117.81,27
2023-09-02,Москва,tv,2224.39,50
2023-09-03,Москва,facebook,3233.36,13
2023-09-05,Москва,influencers,2137.49,52
2023-09-04,Москва,google,2802.44,50
2023-09-04,Самара,instagram,3195.47,40
2023-09-05,Москва,youtube,97.08,42
2023-09-01,Санкт-Петербург,facebook,747.54,75
2023-09-02,Санкт-Петербург,instagram,3665.85,83
2023-09-05,Москва,youtube,72.81,56
2023-09-04,Санкт-Петербург,tv,4720.8,100
2023-09-03,Санкт-Петербург,tv,354.6,29
2023-09-01,Санкт-Петербург,tv,2334.95,85
2023-09-02,Москва,influencers,95.91,61
2023-09-05,Екатеринбург,youtube,3616.73,33
2023-09-01,Москва,facebook,1287.84,24
2023-09-03,Санкт-Петербург,influencers,1786.92,25
2023-09-04,Москва,instagram,703.81,46
2023-09-05,Санкт-Петербург,tv,2081.19,78
2023-09-01,Нижний Новгород,google,4136.37,60
2023-09-01,Москва,youtube,2635.84,85
2023-09-02,Санкт-Петербург,instagram,1916.42,95
2023-09-05,Санкт-Петербург,tv,2151.95,85
2023-09-01,Москва,facebook,4775.57,73
2023-09-02,Москва,youtube,1864.44,50
2023-09-03,Москва,influencers,4738.02,18
2023-09-05,Санкт-Петербург,google,3626.12,70
2023-09-02,Екатеринбург,instagram,3142.02,2
2023-09-04,Москва,youtube,1140.82,48
2023-09-02,Санкт-Петербург,youtube,2061.14,35
2023-09-01,Новосибирск,facebook,2989.57,26
2023-09-02,Москва,instagram,861.7,30
2023-09-01,Москва,facebook,3121.9,70
2023-09-05,Москва,facebook,1191.39,21
2023-09-03,Ростов-на-Дону,influencers,3547.6,28
2023-09-05,Москва,tv,1736.85,74
2023-09-03,Москва,instagram,4022.72,88
2023-09-02,Москва,youtube,930.41,1
2023-09-05,Москва,influencers,3861.99,78
2023-09-01,Москва,youtube,1803.97,30
2023-09-02,Санкт-Петербург,influencers,4669.22,10
2023-09-05,Екатеринбург,youtube,1476.03,10
2023-09-01,Москва,influencers,3418.33,76
2023-09-03,Москва,influencers,3400.98,63
2023-09-02,Москва,facebook,4992.23,77
2023-09-05,Новосибирск,facebook,623.25,92
2023-09-04,Москва,tv,147.5,85
2023-09-05,Москва,youtube,4913.52,98
2023-09-05,Новосибирск,instagram,1355.49,91
2023-09-02,Санкт-Петербург,tv,4557.57,71
2023-09-05,Санкт-Петербург,instagram,2231.26,63
2023-09-01,Москва,tv,3619.02,48
2023-09-01,Москва,influencers,512.24,82
2023-09-05,Москва,youtube,1375.05,7
2023-09-04,Санкт-Петербург,tv,1705.09,60
2023-09-02,Москва,youtube,2027.24,78
2023-09-02,Казань,facebook,3039.83,74
2023-09-02,Москва,facebook,1816.15,23
2023-09-04,Москва,influencers,3750.23,82
2023-09-01,Москва,google,3044.67,21
2023-09-04,Санкт-Петербург,tv,485.34,57
2023-09-04,Омск,instagram,1529.2,50
2023-09-05,Москва,influencers,1838.72,51
2023-09-02,Уфа,tv,1155.96,85
2023-09-04,Москва,youtube,1418.52,47
2023-09-02,Санкт-Петербург,google,1030.87,45
2023-09-01,Казань,google,3796.55,68
2023-09-01,Челябинск,facebook,2728.96,81
2023-09-03,Москва,youtube,708.07,34
2023-09-04,Москва,youtube,1771.67,93
2023-09-02,Уфа,facebook,1414.37,4
2023-09-03,Казань,tv,4791.08,52
2023-09-03,Москва,facebook,1255.75,61
2023-09-02,Москва,instagram,1909.35,7
2023-09-05,Санкт-Петербург,tv,525.93,77
2023-09-01,Москва,influencers,2760.42,52
2023-09-05,Москва,influencers,1714.86,61
2023-09-01,Москва,youtube,3621.61,65
2023-09-01,Москва,instagram,1629.91,92
2023-09-04,Санкт-Петербург,instagram,1875.59,75
2023-09-02,Нижний Новгород,tv,829.53,58
2023-09-01,Санкт-Петербург,influencers,3399.12,42
2023-09-04,Санкт-Петербург,influencers,1525.45,66
2023-09-02,Уфа,instagram,274.87,90
2023-09-03,Москва,tv,485.98,34
2023-09-05,Москва,facebook,3117.22,42
2023-09-02,Омск,tv,4613.77,59
2023-09-01,Москва,facebook,4891.4,94
2023-09-01,Санкт-Петербург,google,4702.07,60
2023-09-05,Санкт-Петербург,youtube,2328.48,53
2023-09-02,Москва,influencers,1985.6,46
2023-09-02,Нижний Новгород,google,4683.22,12
2023-09-04,Омск,influencers,450.03,53
2023-09-02,Москва,youtube,344.22,36
2023-09-04,Москва,influencers,3624.34,19
2023-09-01,Москва,instagram,663.85,63
2023-09-05,Москва,google,4398.36,27
2023-09-03,Санкт-Петербург,youtube,529.23,80
2023-09-02,Санкт-Петербург,instagram,4930.8,18
2023-09-01,Санкт-Петербург,instagram,4263.37,28
2023-09-02,Москва,instagram,1080.94,15
2023-09-04,Челябинск,instagram,965.29,72
2023-09-02,Москва,influencers,2899.7,14
2023-09-02,Санкт-Петербург,influencers,4295.07,58
2023-09-04,Уфа,instagram,3334.97,36
2023-09-02,Санкт-Петербург,facebook,1845.8,19
2023-09-01,Ростов-на-Дону,influencers,4521.59,65
2023-09-04,Москва,tv,4512.11,90
2023-09-04,Нижний Новгород,facebook,1800.0,28
2023-09-03,Казань,influencers,3039.53,19
2023-09-03,Москва,instagram,729.09,10
2023-09-05,Омск,youtube,1988.86,45
2023-09-02,Москва,influencers,610.41,24
2023-09-03,Москва,tv,3421.93,9
2023-09-02,Москва,influencers,1400.71,30
2023-09-03,Москва,tv,964.58,51
2023-09-01,Санкт-Петербург,youtube,503.3,5
2023-09-05,Москва,tv,265.93,97
2023-09-04,Москва,instagram,906.26,27
2023-09-02,Москва,youtube,3505.05,49
2023-09-02,Москва,tv,651.79,78
2023-09-02,Казань,google,208.13,55
2023-09-03,Санкт-Петербург,influencers,4016.7,70
2023-09-05,Самара,instagram,2549.57,14
2023-09-02,Ростов-на-Дону,youtube,2445.93,10
2023-09-02,Москва,google,1362.67,61
2023-09-05,Челябинск,youtube,3081.19,71
2023-09-02,Москва,tv,4112.67,26
2023-09-05,Москва,instagram,1576.8,77
2023-09-04,Ростов-на-Дону,instagram,339.07,70
2023-09-04,Москва,influencers,1043.16,62
2023-09-02,Москва,tv,4848.72,49
2023-09-03,Санкт-Петербург,influencers,4113.36,49
2023-09-02,Москва,instagram,465.9,11
2023-09-03,Москва,tv,4106.36,57
2023-09-02,Москва,google,1261.07,59
2023-09-03,Москва,google,809.67,64
2023-09-02,Москва,influencers,1967.88,34
2023-09-04,Москва,tv,2604.6,74
2023-09-01,Москва,tv,4938.79,77
2023-09-05,Санкт-Петербург,influencers,3371.98,30
2023-09-03,Москва,facebook,1445.93,89
2023-09-05,Москва,youtube,2632.72,84
2023-09-05,Нижний Новгород,influencers,2287.41,32
2023-09-02,Санкт-Петербург,facebook,960.22,29
2023-09-05,Москва,tv,2637.85,4
2023-09-02,Москва,influencers,2024.87,40
2023-09-05,Уфа,google,629.29,63
2023-09-03,Москва,youtube,3718.95,77
2023-09-05,Москва,tv,1384.52,60
2023-09-01,Москва,youtube,2034.04,71
2023-09-03,Москва,facebook,1654.41,26
2023-09-05,Санкт-Петербург,instagram,4261.38,61
2023-09-01,Москва,tv,751.21,14
2023-09-04,Москва,youtube,3446.13,32
2023-09-05,Москва,youtube,653.35,30
2023-09-01,Москва,youtube,4282.96,69
2023-09-01,Уфа,facebook,1917.43,94
2023-09-04,Москва,influencers,2962.4,22
2023-09-04,Санкт-Петербург,tv,4753.06,44
2023-09-01,Санкт-Петербург,influencers,201.0,47
2023-09-04,Санкт-Петербург,youtube,4490.25,71
2023-09-05,Москва,facebook,4570.35,75
2023-09-02,Нижний Новгород,google,2334.2,17
2023-09-05,Москва,facebook,2973.89,95
2023-09-01,Москва,youtube,1331.31,5
2023-09-03,Москва,youtube,3254.2,29
2023-09-01,Москва,facebook,4023.96,27
2023-09-05,Москва,google,4210.41,66
2023-09-03,Екатеринбург,facebook,615.49,25
2023-09-03,Москва,google,3818.76,50
2023-09-03,Москва,instagram,4778.31,10
2023-09-05,Москва,google,3690.43,65
2023-09-02,Москва,google,2503.04,82
2023-09-02,Ростов-на-Дону,google,2931.51,70
2023-09-04,Санкт-Петербург,youtube,1849.41,68
2023-09-05,Москва,youtube,3861.4,83
2023-09-02,Москва,instagram,184.24,22
2023-09-04,Москва,facebook,4796.85,97
2023-09-05,Москва,google,2218.25,63
2023-09-04,Санкт-Петербург,instagram,1377.74,11
2023-09-02,Санкт-Петербург,facebook,3231.66,86
2023-09-01,Москва,facebook,654.08,4
2023-09-04,Омск,google,1631.27,80
2023-09-04,Самара,tv,3945.66,44
2023-09-03,Москва,youtube,2542.06,40
2023-09-03,Москва,influencers,1007.51,98
2023-09-01,Москва,facebook,1359.25,56
2023-09-04,Москва,instagram,2728.82,48
2023-09-03,Москва,tv,53.38,59
2023-09-04,Москва,facebook,4140.8,17
2023-09-02,Москва,google,2342.83,62
2023-09-02,Санкт-Петербург,youtube,3860.79,56
2023-09-04,Москва,instagram,1608.69,16
2023-09-02,Омск,tv,2230.06,79
2023-09-02,Москва,facebook,4225.15,27
2023-09-05,Новосибирск,instagram,3872.79,10
2023-09-04,Москва,google,3797.68,32
2023-09-02,Санкт-Петербург,facebook,2329.22,15
2023-09-05,Москва,influencers,259.49,75
2023-09-01,Уфа,facebook,217.16,48
2023-09-02,Москва,facebook,2417.34,51
2023-09-02,Москва,influencers,3770.88,16
2023-09-03,Москва,youtube,3959.64,19
2023-09-02,Москва,youtube,2341.83,29
2023-09-04,Москва,instagram,422.27,70
2023-09-04,Москва,google,4298.13,63
2023-09-04,Санкт-Петербург,youtube,4811.23,17
2023-09-05,Москва,instagram,3467.53,70
2023-09-04,Санкт-Петербург,influencers,3754.33,28
2023-09-02,Нижний Новгород,facebook,322.56,97
2023-09-05,Санкт-Петербург,instagram,2997.63,63
2023-09-02,Москва,instagram,417.26,91
2023-09-02,Санкт-Петербург,google,1802.45,88
2023-09-04,Казань,facebook,432.73,15
2023-09-02,Санкт-Петербург,facebook,905.62,36
2023-09-03,Москва,influencers,3347.82,4
2023-09-02,Москва,google,1598.34,64
2023-09-03,Казань,influencers,2106.56,63
2023-09-02,Москва,youtube,3041.97,5
2023-09-05,Москва,tv,3704.86,83
2023-09-03,Москва,influencers,1093.55,30
2023-09-03,Санкт-Петербург,youtube,1506.98,28
2023-09-02,Москва,google,1686.64,40
2023-09-05,Москва,tv,1902.24,49
2023-09-01,Санкт-Петербург,influencers,4096.09,53
2023-09-01,Москва,facebook,1867.89,61
2023-09-02,Москва,tv,1405.74,82
2023-09-04,Санкт-Петербург,tv,3617.6,64
2023-09-02,Санкт-Петербург,google,394.44,99
